Result,Trial,Arena,Assay,ChDate,Sex,LizID,LizID_nums,LizID_etho,Trt,TotalDist,Velocity,NovItem_Freq,NovItem_Duration,NovItem_LatFirst,NovZone_Freq,NovZone_Duration,NovZone_LatFirst,Hide_Freq,Hide_Duration,Hide_DurationOrig,Hide_LatFirst,Entry_Freq,Entry_Duration,Entry_LatFirst,Social_Freq,Social_Duration,Social_LatFirst,Neutral_Freq,Neutral_Duration,Neutral_LatFirst,Asocial_Freq,Asocial_Duration,Asocial_LatFirst,Arena_Freq,Arena_Duration,Arena_LatFirst
Result 1,Trial   147,Arena 3,Novel,CH3_29.12.15_DVR1,F,ld003,003,3,Low,7.71E-13,6.43E-16,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   147,Arena 4,Novel,CH3_29.12.15_DVR1,M,ld0137,0137,137,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   148,Arena 1,Novel,CH4_29.12.15_DVR1,M,ld0075,0075,75,High,177.771,0.427498,0,0,NA,6,35.92,930.32,3,1008,223.84,0,7,9.96,924.64,2,36.16,1061.44,6,71.28,926.68,6,84.6,924.64,1,415.88,784.16
Result 1,Trial   148,Arena 2,Novel,CH4_29.12.15_DVR1,F,ld0083,0083,83,High,57.6837,0.0480697,0,0,NA,0,0,NA,8,1083.6,1083.6,89,10,37.8,58.24,0,0,NA,0,0,NA,8,116.44,0,1,1200.04,0
Result 1,Trial   148,Arena 3,Novel,CH4_29.12.15_DVR1,F,ld0124,0124,124,High,356.723,0.475023,2,10.28,762.96,8,59.68,458.88,13,872.6,423.56,0,15,88.28,449.28,7,136.04,462.68,13,61.04,456.32,18,130.36,449.28,1,751,449.04
Result 1,Trial   148,Arena 4,Novel,CH4_29.12.15_DVR1,F,ld0093,0093,93,Low,123.883,0.465654,0,0,NA,3,33.52,961.64,22,1101.12,167.16,0,22,10.52,934.16,1,63.2,964.04,2,13.24,954.84,22,22.48,934.16,1,266.08,933.96
Result 1,Trial   149,Arena 1,Novel,CH1_02.01.16_DVR1,M,ld0111,0111,111,High,5.75461,0.0047955,0,0,NA,0,0,NA,2,1199.68,1199.68,0,1,0.36,1198.52,0,0,NA,0,0,NA,1,0.36,1198.52,1,1200.04,0
Result 1,Trial   149,Arena 2,Novel,CH1_02.01.16_DVR1,M,ld0078,0078,78,High,135.208,0.604253,10,13.72,1098.72,12,31.24,1088.48,9,1072.92,96.68,0,9,8.44,1031.96,1,71.32,1075.76,2,17.16,1068.6,9,38.64,1031.96,1,223.8,976.24
Result 1,Trial   149,Arena 3,Novel,CH1_02.01.16_DVR1,F,ld0050,0050,50,Low,424.733,0.573964,0,0,NA,1,1.2,606.16,6,701.32,241.32,0,4,1.52,602.64,10,123.52,606.52,13,23.12,604.36,8,352.08,602.64,1,740.04,460
Result 1,Trial   149,Arena 4,Novel,CH1_02.01.16_DVR1,F,ld0012,0012,12,High,174.874,0.17821,0,0,NA,2,14.96,448.32,6,978.68,759.96,0,7,6.4,219.04,1,36.48,379.08,3,70.36,372.04,8,114.52,219.04,1,981.32,218.72
Result 1,Trial   150,Arena 1,Novel,CH2_02.01.16_DVR1,F,ld0138,0138,138,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   150,Arena 2,Novel,CH2_02.01.16_DVR1,M,ld0109,0109,109,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   150,Arena 3,Novel,CH2_02.01.16_DVR1,M,ld0132,0132,132,Low,735.429,0.612857,0,0,NA,1,27.28,553.44,31,408.72,408.72,163.12,41,199.6,160.96,10,224,35.76,17,86.76,28.96,39,480.56,0,1,1200.04,0
Result 1,Trial   150,Arena 4,Novel,CH2_02.01.16_DVR1,F,ld0122,0122,122,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   151,Arena 1,Novel,CH3_02.01.16_DVR1,F,ld0087,0087,87,High,273.659,0.458821,0,0,NA,1,16.36,680.24,17,971.08,367.52,0,17,17.56,603.56,4,110.56,629.48,8,49.2,627.28,22,69.2,603.56,1,596.48,603.56
Result 1,Trial   151,Arena 2,Novel,CH3_02.01.16_DVR1,F,ld0037,0037,37,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   151,Arena 3,Novel,CH3_02.01.16_DVR1,M,ld007,007,7,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   151,Arena 4,Novel,CH3_02.01.16_DVR1,M,ld0120,0120,120,High,304.385,0.545142,0,0,NA,3,23.44,895.76,14,649.36,7.72,0,16,389.8,641.8,3,21.44,892.16,6,38.92,887.96,17,490.32,641.8,1,558.4,641.64
Result 1,Trial   152,Arena 1,Novel,CH4_02.01.16_DVR1,F,ld0102,0102,102,High,22.5417,0.0187847,0,0,NA,0,0,NA,20,567.8,567.8,557.2,20,75.12,557.12,0,0,NA,0,0,NA,20,632.24,0,1,1200.04,0
Result 1,Trial   152,Arena 2,Novel,CH4_02.01.16_DVR1,F,ld0089,0089,89,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   152,Arena 3,Novel,CH4_02.01.16_DVR1,M,ld0140,0140,140,High,325.454,0.271211,0,0,NA,3,27.24,561.84,45,987.56,987.56,27.88,52,36.6,23.2,3,75.6,555.84,6,30.84,548.2,48,106.04,0,1,1200.04,0
Result 1,Trial   152,Arena 4,Novel,CH4_02.01.16_DVR1,M,ld0010,0010,10,Low,315.507,0.436193,3,17.48,678.04,7,12.44,676.64,46,1013.52,536.84,0,50,62,611.16,5,48.04,676.36,10,28.48,675.12,47,110,611.16,1,723.36,476.68
Result 1,Trial   153,Arena 1,Novel,CH1_03.01.16_DVR1,M,ld0111,0111,111,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   153,Arena 2,Novel,CH1_03.01.16_DVR1,M,ld0078,0078,78,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   153,Arena 3,Novel,CH1_03.01.16_DVR1,F,ld0050,0050,50,Low,425.752,0.354793,0,0,NA,7,102.4,600.84,6,464.4,464.4,154,12,8.44,152.48,13,223.52,601.76,17,102.96,599.76,10,409.16,0,1,1200.04,0
Result 1,Trial   153,Arena 4,Novel,CH1_03.01.16_DVR1,F,ld0012,0012,12,High,65.03,0.0541917,0,0,NA,0,0,NA,7,1140.84,1140.84,0,10,2.08,480.24,0,0,NA,0,0,NA,6,59.2,480.24,1,1200.04,0
Result 1,Trial   154,Arena 1,Novel,CH2_03.01.16_DVR1,F,ld0138,0138,138,High,73.7113,0.528624,0,0,NA,3,12.2,1152.12,7,1137.56,77,0,9,5.2,1060.56,1,28.16,1149,2,9.68,1141.24,8,24.64,1060.56,1,139.48,1060.56
Result 1,Trial   154,Arena 2,Novel,CH2_03.01.16_DVR1,M,ld0109,0109,109,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   154,Arena 3,Novel,CH2_03.01.16_DVR1,M,ld0132,0132,132,Low,219.983,0.183319,34,449.96,543.32,34,235.04,515.04,19,315.72,315.72,63.92,20,113.88,63.76,26,398.08,543.44,26,288.92,513.04,20,197.32,0,1,1200.04,0
Result 1,Trial   154,Arena 4,Novel,CH2_03.01.16_DVR1,F,ld0122,0122,122,High,5.54E-13,4.62E-16,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   155,Arena 1,Novel,CH3_03.01.16_DVR1,F,ld0087,0087,87,High,66.0782,0.0550652,0,0,NA,1,6.92,1193.12,7,1154.32,1154.32,0,9,11.56,1109.96,0,0,NA,1,15.6,1184.44,7,30.12,1109.96,1,1200.04,0
Result 1,Trial   155,Arena 2,Novel,CH3_03.01.16_DVR1,F,ld0037,0037,37,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   155,Arena 3,Novel,CH3_03.01.16_DVR1,M,ld007,007,7,High,35.2875,0.0948486,11,60.28,1092.16,12,63.2,1076.56,1,1075.16,247.2,0,1,0.28,1075.16,1,108.12,1091.92,1,16,1075.92,1,0.76,1075.16,1,372.08,827.96
Result 1,Trial   155,Arena 4,Novel,CH3_03.01.16_DVR1,M,ld0120,0120,120,High,2224.63,2.01623,1,2.44,932.32,5,20.8,305.84,104,407.08,310.44,0,121,103.36,96.64,8,78.12,208.68,35,102.96,130.28,132,611.88,96.64,1,1103.4,96.64
Result 1,Trial   156,Arena 1,Novel,CH4_03.01.16_DVR1,F,ld0102,0102,102,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   156,Arena 2,Novel,CH4_03.01.16_DVR1,F,ld0089,0089,89,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   156,Arena 3,Novel,CH4_03.01.16_DVR1,M,ld0140,0140,140,High,438.561,0.79721,0,0,NA,7,25.76,662.44,8,945.52,295.64,0,10,6.2,649.88,7,89.84,656.6,13,60.48,655.04,14,104.2,649.88,1,550.16,649.88
Result 1,Trial   156,Arena 4,Novel,CH4_03.01.16_DVR1,M,ld0010,0010,10,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   157,Arena 1,Novel,CH1_04.01.16_DVR1,M,ld0111,0111,111,High,229.369,0.310967,0,0,NA,1,13.84,904.16,13,883.96,421.56,0,25,81.76,855.28,4,19.56,907.8,8,38.6,897.96,17,257.92,855.28,1,737.64,462.4
Result 1,Trial   157,Arena 2,Novel,CH1_04.01.16_DVR1,M,ld0078,0078,78,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   157,Arena 3,Novel,CH1_04.01.16_DVR1,F,ld0050,0050,50,Low,363.711,0.706783,0,0,NA,8,39.24,761.08,27,812.4,127,0,34,53.84,685.88,6,92.72,762.68,11,74.16,759.32,32,220.76,685.88,1,514.64,685.4
Result 1,Trial   157,Arena 4,Novel,CH1_04.01.16_DVR1,F,ld0012,0012,12,High,344.737,0.506698,0,0,NA,1,22.24,790.36,15,853.6,333.96,0,18,28.44,519.64,3,193.08,569.6,7,33.44,566.44,19,119.92,519.64,1,680.4,519.64
Result 1,Trial   158,Arena 1,Novel,CH2_04.01.16_DVR1,F,ld0138,0138,138,High,62.8495,0.152119,0,0,NA,1,13.92,1129.64,14,1110.12,323.28,0,13,2.16,786.84,1,15.28,1128.76,2,15.48,1121.6,16,59.16,786.84,1,413.2,786.84
Result 1,Trial   158,Arena 2,Novel,CH2_04.01.16_DVR1,M,ld0109,0109,109,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   158,Arena 3,Novel,CH2_04.01.16_DVR1,M,ld0132,0132,132,Low,766.897,0.639081,7,9.04,497.84,15,45.16,493.88,59,77.48,77.48,515.24,77,608.88,0,13,180.36,495.56,23,99.6,491.72,70,842.6,0,1,1200.04,0
Result 1,Trial   158,Arena 4,Novel,CH2_04.01.16_DVR1,F,ld0122,0122,122,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   159,Arena 1,Novel,CH3_04.01.16_DVR1,F,ld0087,0087,87,High,327.912,0.626216,0,0,NA,5,38.28,947.4,20,926.8,250.44,0,26,38.4,676.36,5,104.32,951.2,8,30.96,943.96,24,137.96,676.36,1,523.68,676.36
Result 1,Trial   159,Arena 2,Novel,CH3_04.01.16_DVR1,F,ld0037,0037,37,Low,271.769,0.479175,0,0,NA,0,0,NA,19,913.96,281.12,0,21,26.6,632.84,1,51.32,1035.24,6,50.96,642.64,25,183.8,632.84,1,567.2,632.84
Result 1,Trial   159,Arena 3,Novel,CH3_04.01.16_DVR1,M,ld007,007,7,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   159,Arena 4,Novel,CH3_04.01.16_DVR1,M,ld0120,0120,120,High,791.952,0.821255,0,0,NA,1,11.76,740.08,66,283.36,47.8,0,72,161.44,235.32,3,40.52,540.84,9,43.08,538.92,73,833.08,235.32,1,964.48,235.32
Result 1,Trial   160,Arena 1,Novel,CH4_04.01.16_DVR1,F,ld0102,0102,102,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   160,Arena 2,Novel,CH4_04.01.16_DVR1,F,ld0089,0089,89,High,555.958,0.463298,0,0,NA,4,18,625.36,62,741.56,741.56,81,81,54.84,79.68,3,136.56,763.08,11,66.4,622.12,71,255.52,0,1,1200.04,0
Result 1,Trial   160,Arena 3,Novel,CH4_04.01.16_DVR1,M,ld0140,0140,140,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   160,Arena 4,Novel,CH4_04.01.16_DVR1,M,ld0010,0010,10,Low,131.395,0.109496,0,0,NA,3,3.24,1170.48,0,0,0,NA,1,1127.92,0,1,16.64,1159.24,3,13.92,1130.92,3,1169.48,0,1,1200.04,0
Result 1,Trial   161,Arena 1,Novel,CH1_05.01.16_DVR1,M,ld0111,0111,111,High,23.3304,0.019442,0,0,NA,0,0,NA,3,21.56,21.56,1047.76,4,1084.28,0,0,0,NA,0,0,NA,4,1178.48,0,1,1200.04,0
Result 1,Trial   161,Arena 2,Novel,CH1_05.01.16_DVR1,M,ld0078,0078,78,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   161,Arena 3,Novel,CH1_05.01.16_DVR1,F,ld0050,0050,50,Low,259.877,0.714811,0,0,NA,3,41.16,907.84,11,837.48,1.16,0,12,77.44,836.28,4,45.84,909.88,7,68.6,907.12,14,248.12,836.28,1,363.72,836.08
Result 1,Trial   161,Arena 4,Novel,CH1_05.01.16_DVR1,F,ld0012,0012,12,High,88.6741,0.0738951,0,0,NA,5,48.88,46.72,3,1073.16,1073.16,103.16,5,56.68,0,7,21.24,46.92,9,46.84,46.44,5,58.8,0,1,1200.04,0
Result 1,Trial   162,Arena 1,Novel,CH2_05.01.16_DVR1,F,ld0138,0138,138,High,310.386,0.567184,0,0,NA,3,24.6,692,15,822.36,169.6,0,17,12.04,661.36,4,218.04,678.64,7,98.92,664.52,18,60.72,661.36,1,547.28,652.76
Result 1,Trial   162,Arena 2,Novel,CH2_05.01.16_DVR1,M,ld0109,0109,109,Low,175.931,0.146609,3,1.24,756,5,84.64,706.92,26,327.12,327.12,666.88,27,709.68,0,1,93.2,707,3,7.24,704.04,28,772.48,0,1,1200.04,0
Result 1,Trial   162,Arena 3,Novel,CH2_05.01.16_DVR1,M,ld0132,0132,132,Low,897.4,1.01917,1,8.84,1190.84,16,53.28,323.84,97,446.12,126.64,0,101,235.2,319.6,9,232.48,365.88,21,205.88,323.52,108,315.56,319.6,1,880.56,319.48
Result 1,Trial   162,Arena 4,Novel,CH2_05.01.16_DVR1,F,ld0122,0122,122,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   163,Arena 1,Novel,CH3_05.01.16_DVR1,F,ld0087,0087,87,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   163,Arena 2,Novel,CH3_05.01.16_DVR1,F,ld0037,0037,37,Low,373.969,0.311641,0,0,NA,9,100.4,533.56,22,321.96,321.96,581.12,28,595.56,0,4,65.4,649.68,10,144.08,533.08,27,668.6,0,1,1200.04,0
Result 1,Trial   163,Arena 3,Novel,CH3_05.01.16_DVR1,M,ld007,007,7,High,681.036,0.777438,1,3.52,347.52,7,75.64,340.68,106,518.48,194.48,0,102,102.16,324.28,5,194.36,350.36,19,139.88,340.4,118,347.32,324.28,1,876.04,324
Result 1,Trial   163,Arena 4,Novel,CH3_05.01.16_DVR1,M,ld0120,0120,120,High,744.276,0.62023,0,0,NA,6,35.72,380.2,34,363.76,363.76,375.04,39,402.16,0,5,157.64,462.52,16,57.88,379.28,45,620.76,0,1,1200.04,0
Result 1,Trial   164,Arena 1,Novel,CH4_05.01.16_DVR1,F,ld0102,0102,102,High,348.768,0.517123,4,32.56,872.24,6,16.16,869.44,43,765.32,239.76,0,38,58.72,586.8,3,202.84,597.28,6,93.96,594.96,45,137.92,586.8,1,674.48,525.56
Result 1,Trial   164,Arena 2,Novel,CH4_05.01.16_DVR1,F,ld0089,0089,89,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   164,Arena 3,Novel,CH4_05.01.16_DVR1,M,ld0140,0140,140,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   164,Arena 4,Novel,CH4_05.01.16_DVR1,M,ld0010,0010,10,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   165,Arena 1,Novel,CH1_06.01.16_DVR1,M,ld0111,0111,111,High,510.525,0.774978,1,0.96,1111.96,9,43,634.12,63,713.48,172.36,0,74,189.08,540.48,7,94.4,642.8,13,47.4,630.92,69,344.76,540.48,1,658.92,539.96
Result 1,Trial   165,Arena 2,Novel,CH1_06.01.16_DVR1,M,ld0078,0078,78,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   165,Arena 3,Novel,CH1_06.01.16_DVR1,F,ld0050,0050,50,Low,422.86,0.560436,0,0,NA,2,13.16,601.36,57,455.96,10.48,0,60,148.52,445.48,4,124.4,599.64,9,129.24,588.08,62,490.44,445.48,1,754.56,445.48
Result 1,Trial   165,Arena 4,Novel,CH1_06.01.16_DVR1,F,ld0012,0012,12,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   166,Arena 1,Novel,CH2_06.01.16_DVR1,F,ld0138,0138,138,High,197.853,0.714375,0,0,NA,6,37.2,924.92,1,923.44,0.4,0,1,0.4,923.44,2,126.6,932.68,4,108.48,924.04,2,41.52,923.44,1,277,923.04
Result 1,Trial   166,Arena 2,Novel,CH2_06.01.16_DVR1,M,ld0109,0109,109,Low,419.453,0.456086,1,8.16,455.2,2,5.68,450,27,885.24,604.92,0,32,25.64,288.48,3,42.68,369.72,8,49.44,297.76,32,222.68,288.48,1,919.72,280.32
Result 1,Trial   166,Arena 3,Novel,CH2_06.01.16_DVR1,M,ld0132,0132,132,Low,1176.22,0.980179,6,37.24,296.72,18,66.24,115.4,31,266.36,266.36,138.68,58,292.04,0,13,259.52,119.72,33,145.56,114.4,52,528.6,0,1,1200.04,0
Result 1,Trial   166,Arena 4,Novel,CH2_06.01.16_DVR1,F,ld0122,0122,122,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   167,Arena 1,Novel,CH3_06.01.16_DVR1,F,ld0087,0087,87,High,169.361,0.141134,0,0,NA,3,69.08,906.56,10,171.36,171.36,888.88,11,892.24,0,2,117.32,898.8,3,8.28,895.36,12,903.08,0,1,1200.04,0
Result 1,Trial   167,Arena 2,Novel,CH3_06.01.16_DVR1,F,ld0037,0037,37,Low,307.802,0.376581,3,3.6,575.72,4,13.28,572.28,51,803.92,421.28,0,58,198.36,382.64,1,14.76,575.04,4,53.84,408,55,327.52,382.64,1,817.4,382.64
Result 1,Trial   167,Arena 3,Novel,CH3_06.01.16_DVR1,M,ld007,007,7,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   167,Arena 4,Novel,CH3_06.01.16_DVR1,M,ld0120,0120,120,High,100.753,0.237513,0,0,NA,2,0.64,920.84,18,1089.04,313.24,0,18,55.2,832.28,0,0,NA,1,14.8,911.36,19,96.2,832.28,1,424.24,775.8
Result 1,Trial   168,Arena 1,Novel,CH4_06.01.16_DVR1,F,ld0102,0102,102,High,733.634,0.611362,5,36.68,861.8,7,18.64,857.96,105,193.92,193.92,416.92,116,149.28,416.6,5,222.48,466.72,12,78.36,238.12,113,705.28,0,1,1200.04,0
Result 1,Trial   168,Arena 2,Novel,CH4_06.01.16_DVR1,F,ld0089,0089,89,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   168,Arena 3,Novel,CH4_06.01.16_DVR1,M,ld0140,0140,140,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   168,Arena 4,Novel,CH4_06.01.16_DVR1,M,ld0010,0010,10,Low,7.90E-13,6.58E-16,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   169,Arena 1,Novel,CH1_07.01.16_DVR1,M,ld0111,0111,111,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   169,Arena 2,Novel,CH1_07.01.16_DVR1,M,ld0078,0078,78,High,565.978,0.599173,2,0.36,337.52,12,288,261.84,26,437.84,182.44,0,33,79.28,255.4,24,343.88,272.64,31,189.6,256.68,34,228.72,255.4,1,944.64,255.4
Result 1,Trial   169,Arena 3,Novel,CH1_07.01.16_DVR1,F,ld0050,0050,50,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   169,Arena 4,Novel,CH1_07.01.16_DVR1,F,ld0012,0012,12,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   170,Arena 1,Novel,CH2_07.01.16_DVR1,F,ld0138,0138,138,High,643.419,0.881831,0,0,NA,3,9.56,472.08,21,511.8,41.44,0,30,34.6,695.56,6,228.6,517.52,13,209.76,471.16,28,249.88,470.36,1,729.68,470.36
Result 1,Trial   170,Arena 2,Novel,CH2_07.01.16_DVR1,M,ld0109,0109,109,Low,26.8453,0.0340227,0,0,NA,1,15.08,434.28,1,1159.08,748.12,0,2,22.04,410.96,0,0,NA,1,17.72,433.12,2,23.24,410.96,1,789.08,410.96
Result 1,Trial   170,Arena 3,Novel,CH2_07.01.16_DVR1,M,ld0132,0132,132,Low,815.931,0.679943,0,0,NA,10,38.08,111.96,17,192.52,192.52,0,25,69.52,99.72,7,249.44,119.12,39,367.16,109.56,48,390.92,99.72,1,1200.04,0
Result 1,Trial   170,Arena 4,Novel,CH2_07.01.16_DVR1,F,ld0122,0122,122,High,470.863,0.797262,0,0,NA,6,22.04,628.24,24,840.48,231.08,0,31,68.36,609.56,4,95.76,809,10,100.16,622.92,30,163.64,609.56,1,590.64,609.4
Result 1,Trial   171,Arena 1,Novel,CH3_07.01.16_DVR1,F,ld0087,0087,87,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   171,Arena 2,Novel,CH3_07.01.16_DVR1,F,ld0037,0037,37,Low,626.026,0.546481,1,0.72,1017.32,11,84.32,56.6,62,643,588.56,0,71,73.04,54.44,4,152.4,95.8,15,106.76,55.04,73,297.88,54.44,1,1145.6,54.44
Result 1,Trial   171,Arena 3,Novel,CH3_07.01.16_DVR1,M,ld007,007,7,High,1227.19,1.31955,0,0,NA,11,67.56,287.12,140,335.16,65.16,0,154,146.2,270,12,402.92,372.88,25,130.72,285.2,153,331.24,270,1,930.04,270
Result 1,Trial   171,Arena 4,Novel,CH3_07.01.16_DVR1,M,ld0120,0120,120,High,291.943,0.370806,0,0,NA,3,14.48,859.36,24,1010.6,597.92,0,28,21.4,412.68,2,45.32,865.92,5,26.96,856.64,28,117.16,412.68,1,787.36,412.68
Result 1,Trial   172,Arena 1,Novel,CH4_07.01.16_DVR1,F,ld0102,0102,102,High,688.814,0.740437,18,397.2,303.08,27,132.2,270.2,41,437.24,167.52,0,45,54.68,269.72,17,594.12,270.44,24,78.28,269.88,49,90.4,269.72,1,930.32,269.72
Result 1,Trial   172,Arena 2,Novel,CH4_07.01.16_DVR1,F,ld0089,0089,89,High,108.719,0.589969,0,0,NA,1,6.84,1139.4,11,1100.08,84.36,0,13,25.64,1098.92,4,30.52,1148.56,5,21.76,1132.52,12,47.68,1098.92,1,184.32,1015.72
Result 1,Trial   172,Arena 3,Novel,CH4_07.01.16_DVR1,M,ld0140,0140,140,High,268.424,0.223686,0,0,NA,13,63.48,701.8,9,284.84,284.84,740.16,16,722.52,0,0,0,NA,12,157.4,701.28,18,757.8,0,1,1200.04,0
Result 1,Trial   172,Arena 4,Novel,CH4_07.01.16_DVR1,M,ld0010,0010,10,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   173,Arena 1,Novel,CH1_08.01.16_DVR1,M,ld0111,0111,111,High,455.454,0.508797,0,0,NA,10,40.4,611.68,37,398.52,93.8,0,51,419.12,305.08,5,102.6,612.68,9,59.48,604.4,42,639.44,294.84,1,895.32,294.84
Result 1,Trial   173,Arena 2,Novel,CH1_08.01.16_DVR1,M,ld0078,0078,78,High,507.15,0.736537,7,119.36,564.28,13,246,523.44,25,533.52,22.08,0,26,54.32,511.44,6,485.88,516.6,9,43.6,514.84,29,137.04,511.44,1,688.6,511.44
