Result,Trial,Arena,Assay,ChDate,Sex,LizID,LizID_nums,LizID_etho,Trt,TotalDist,Velocity,NovItem_Freq,NovItem_Duration,NovItem_LatFirst,NovZone_Freq,NovZone_Duration,NovZone_LatFirst,Hide_Freq,Hide_Duration,Hide_DurationOrig,Hide_LatFirst,Entry_Freq,Entry_Duration,Entry_LatFirst,Social_Freq,Social_Duration,Social_LatFirst,Neutral_Freq,Neutral_Duration,Neutral_LatFirst,Asocial_Freq,Asocial_Duration,Asocial_LatFirst,Arena_Freq,Arena_Duration,Arena_LatFirst
Result 1,Trial    57,Arena 4,Exploration,CH1_06.01.16_DVR1,F,ld0012,0012,12,High,204.55,0.170459,0,0,NA,1,16.32,88.36,1,964.12,964.12,235.92,1,3.32,232.6,2,104.44,20.76,5,31.8,6.8,4,99.68,0,1,1200.04,0
Result 1,Trial    58,Arena 1,Exploration,CH2_06.01.16_DVR1,F,ld0138,0138,138,High,631.969,0.526641,3,5.16,505.12,10,24.96,503.96,35,216.04,216.04,63.44,40,72.44,62.6,39,327,0,44,409.12,53.44,40,247.88,57.32,1,1200.04,0
Result 1,Trial    58,Arena 2,Exploration,CH2_06.01.16_DVR1,M,ld0109,0109,109,Low,81.929,0.0682741,0,0,NA,1,10.88,72.76,7,1079.4,1079.4,83.92,8,30.88,83.84,1,83.56,0,2,4.96,83.56,9,32.12,83.8,1,1200.04,0
Result 1,Trial    58,Arena 3,Exploration,CH2_06.01.16_DVR1,M,ld0132,0132,132,Low,1270.95,1.07159,8,3.32,356.64,22,30.4,355.12,97,269.2,255.4,82.84,121,231.32,82.16,17,217.92,15.28,36,205.12,0,116,507.8,73.24,2,1186.24,0
Result 1,Trial    58,Arena 4,Exploration,CH2_06.01.16_DVR1,F,ld0122,0122,122,High,61.192,0.0581319,0,0,NA,1,0.28,250.68,1,1082.08,934.88,265.16,1,0.24,264.92,2,115.6,0,1,1.52,262.8,1,0.84,264.32,2,1052.84,0
Result 1,Trial    59,Arena 1,Exploration,CH3_06.01.16_DVR1,F,ld0087,0087,87,High,169.63,0.141358,0,0,NA,1,5.56,443.68,1,749.04,749.04,451,1,0.28,450.72,1,414.84,29.16,2,8.72,26.72,2,27.44,0,1,1200.04,0
Result 1,Trial    59,Arena 2,Exploration,CH3_06.01.16_DVR1,F,ld0037,0037,37,Low,316.136,0.263446,0,0,NA,2,5.84,824.32,25,917.64,917.64,39,32,40.04,24.28,1,14.92,819.44,4,25.36,810.76,29,242.12,0,1,1200.04,0
Result 1,Trial    59,Arena 3,Exploration,CH3_06.01.16_DVR1,M,ld007,007,7,High,285.242,0.237805,3,4.76,620.68,7,51.12,619.24,21,362.6,362.2,625.32,22,28.08,624.6,3,736.12,0,5,29.4,622.6,24,71.92,624.08,1,1199.64,0
Result 1,Trial    59,Arena 4,Exploration,CH3_06.01.16_DVR1,M,ld0120,0120,120,High,401.37,0.334475,2,5.6,492.84,6,7.2,491.52,5,154.48,154.48,784.44,8,71.24,781.88,3,893.04,0,5,31.56,780.32,8,120.96,781.48,1,1200.04,0
Result 1,Trial    60,Arena 1,Exploration,CH4_06.01.16_DVR1,F,ld0102,0102,102,High,684.748,0.570624,2,2.8,560.68,7,574.64,0,75,276.28,276.28,564.24,77,51.32,563.32,9,669.52,0,17,61,561.56,83,193.24,562.76,1,1200.04,0
Result 1,Trial    60,Arena 2,Exploration,CH4_06.01.16_DVR1,F,ld0089,0089,89,High,203.982,0.169985,0,0,NA,2,36.68,6.92,0,0,0,NA,0,0,NA,3,1198.52,0,2,1.52,46.92,0,0,NA,1,1200.04,0
Result 1,Trial    60,Arena 3,Exploration,CH4_06.01.16_DVR1,M,ld0140,0140,140,High,60.0915,0.0500763,0,0,NA,3,0.44,108.08,3,1087.2,1087.2,112.76,3,1.36,111.48,1,108.24,0,1,2.8,108.24,3,1.8,111.04,1,1200.04,0
Result 1,Trial    60,Arena 4,Exploration,CH4_06.01.16_DVR1,M,ld0010,0010,10,Low,61.8192,0.051516,0,0,NA,0,0,NA,1,1019.48,1019.48,180.56,1,0.16,180.4,1,1.68,0,1,0.44,1.68,1,178.44,2.12,1,1200.04,0
Result 1,Trial    61,Arena 1,Exploration,CH1_07.01.16_DVR1,M,ld0111,0111,111,High,82.8435,0.0690362,0,0,NA,1,1.36,0,1,1154.16,1154.16,45.88,1,2.84,43.04,2,16.52,0,3,19.92,3.2,2,9.44,4.24,1,1200.04,0
Result 1,Trial    61,Arena 2,Exploration,CH1_07.01.16_DVR1,M,ld0078,0078,78,High,86.7839,0.0723199,0,0,NA,1,4.32,172,1,1011.76,1011.76,188.28,1,0.88,187.4,1,51.28,124.96,2,44.2,90.92,2,92.8,0,1,1200.04,0
Result 1,Trial    61,Arena 3,Exploration,CH1_07.01.16_DVR1,F,ld0050,0050,50,Low,667.459,0.556216,1,6.12,824.28,4,22.2,562.44,42,242.84,242.84,301,63,81.88,300.76,6,308.76,32.24,13,171.08,0,49,477.36,207.12,1,1200.04,0
Result 1,Trial    61,Arena 4,Exploration,CH1_07.01.16_DVR1,F,ld0012,0012,12,High,14.9603,0.0124669,0,0,NA,0,0,NA,1,1174.08,1174.08,25.96,1,0.2,25.76,0,0,NA,1,24.88,0,1,1.08,24.88,1,1200.04,0
Result 1,Trial    62,Arena 1,Exploration,CH2_07.01.16_DVR1,F,ld0138,0138,138,High,1104.18,0.920149,0,0,NA,5,9.84,147.72,70,160.04,160.04,175.28,77,33.72,174.84,16,467.24,0,29,209.56,70.04,84,363.2,88.12,1,1200.04,0
Result 1,Trial    62,Arena 2,Exploration,CH2_07.01.16_DVR1,M,ld0109,0109,109,Low,427.045,0.355871,0,0,NA,4,7.12,449.44,59,602.56,602.56,60.64,61,161.76,60.52,3,278.8,409.36,7,76.08,0,62,242.6,59.44,1,1200.04,0
Result 1,Trial    62,Arena 3,Exploration,CH2_07.01.16_DVR1,M,ld0132,0132,132,Low,1264.97,1.05442,0,0,NA,7,33.48,145.68,130,314.2,313.88,116.36,145,180.92,116.28,13,360.4,0.88,29,98.04,0.32,145,427.4,61.48,1,1199.72,0.32
Result 1,Trial    62,Arena 4,Exploration,CH2_07.01.16_DVR1,F,ld0122,0122,122,High,339.989,0.283324,1,1.6,609.92,2,2.52,608.36,70,395.12,395.12,616.04,81,81.24,615.12,3,670.56,0,5,18.72,611.12,72,115.64,613.6,1,1200.04,0
Result 1,Trial    63,Arena 1,Exploration,CH3_07.01.16_DVR1,F,ld0087,0087,87,High,353.523,0.294602,1,6.96,967.4,2,3.76,965.28,7,649.72,649.72,452.8,15,16.28,12.56,2,409.32,50.76,7,78.96,0,11,62.04,0.28,1,1200.04,0
Result 1,Trial    63,Arena 2,Exploration,CH3_07.01.16_DVR1,F,ld0037,0037,37,Low,537.436,0.447863,4,16.92,0,11,41.04,0.08,60,635.52,635.52,0.2,74,196.88,290.28,6,130.96,0,16,94,0.08,69,339.56,290.28,1,1200.04,0
Result 1,Trial    63,Arena 3,Exploration,CH3_07.01.16_DVR1,M,ld007,007,7,High,1147,0.95583,0,0,NA,3,3.24,541.76,144,191.6,191.6,224.32,152,146.28,222.32,13,649.52,0,23,57.08,217.56,155,301.84,220.44,1,1200.04,0
Result 1,Trial    63,Arena 4,Exploration,CH3_07.01.16_DVR1,M,ld0120,0120,120,High,443.601,0.372774,1,1.04,59.84,4,6.76,0,46,670.12,660.24,71.36,52,306.6,67.96,4,118.4,0,7,22.32,61.76,50,389.2,65.64,1,1190.16,0
Result 1,Trial    64,Arena 1,Exploration,CH4_07.01.16_DVR1,F,ld0102,0102,102,High,1394.92,1.16244,2,2.84,123.2,15,20.12,111.2,90,225,225,24.84,105,217.12,24.72,16,277.64,0,33,157.68,2.4,108,539.72,4.52,1,1200.04,0
Result 1,Trial    64,Arena 2,Exploration,CH4_07.01.16_DVR1,F,ld0089,0089,89,High,659.201,0.549334,5,6.76,802.64,8,21.28,794.8,9,53.84,53.84,490.2,11,56.56,486.44,6,825.52,0,10,157,435.12,14,163.68,442.84,1,1200.04,0
Result 1,Trial    64,Arena 3,Exploration,CH4_07.01.16_DVR1,M,ld0140,0140,140,High,214.396,0.178663,0,0,NA,2,4.56,1039.32,19,740.2,740.2,62.52,20,337.6,62.64,2,69.84,0,4,32.76,58.04,21,357.24,60.88,1,1200.04,0
Result 1,Trial    64,Arena 4,Exploration,CH4_07.01.16_DVR1,M,ld0010,0010,10,Low,38.2374,0.0318645,0,0,NA,0,0,NA,1,912.36,912.36,287.68,1,0.76,286.92,1,274.44,0,1,4.08,274.44,1,9.16,278.52,1,1200.04,0
Result 1,Trial    65,Arena 1,Exploration,CH1_08.01.16_DVR1,M,ld0111,0111,111,High,518.586,0.466271,6,22.36,172.52,12,30.08,170.76,64,240,152.32,176.4,79,307.76,176,5,286.16,0,10,63.32,173.2,70,610.56,175.32,1,1112.36,0
Result 1,Trial    65,Arena 2,Exploration,CH1_08.01.16_DVR1,M,ld0078,0078,78,High,287.923,0.239935,0,0,NA,5,31.44,527.56,36,408.64,408.64,604.92,37,78.32,604.48,2,582.44,0,4,55.12,560.04,38,153.84,567.12,1,1200.04,0
Result 1,Trial    65,Arena 3,Exploration,CH1_08.01.16_DVR1,F,ld0050,0050,50,Low,612.575,0.51053,3,41.28,770.96,7,34.64,534.72,102,218.76,218.76,541.72,96,62.2,541.36,6,692.64,0,11,43.44,536.64,107,245.2,539.56,1,1200.04,0
Result 1,Trial    65,Arena 4,Exploration,CH1_08.01.16_DVR1,F,ld0012,0012,12,High,462.796,0.385663,3,40,251.64,12,81.88,234.72,32,433.92,433.92,323.52,32,145.6,329.12,5,431.28,0,13,93.32,305.48,40,241.52,312.96,1,1200.04,0
Result 1,Trial    66,Arena 1,Exploration,CH2_08.01.16_DVR1,F,ld0138,0138,138,High,834.962,0.695802,4,4.48,474.28,15,70.32,395.12,85,211.56,211.56,146.08,101,88.28,144.64,8,569.36,0,17,106.76,139.56,94,312.36,143.32,1,1200.04,0
Result 1,Trial    66,Arena 2,Exploration,CH2_08.01.16_DVR1,M,ld0109,0109,109,Low,570.259,0.475216,3,51,0,5,11.36,49.44,53,253.08,253.08,87,78,172.12,86.88,4,133.92,0,8,44.24,75.56,58,768.8,81.88,1,1200.04,0
Result 1,Trial    66,Arena 3,Exploration,CH2_08.01.16_DVR1,M,ld0132,0132,132,Low,1189.02,0.990848,0,0,NA,6,32.12,330.6,74,320.92,320.92,155.84,101,189.8,155.08,11,361.12,0,27,111.48,134.4,90,406.52,150.72,1,1200.04,0
