Result	Trial	Arena	Assay	ChDate	Sex	LizID	Trt	TotalDist	Velocity	Social_Freq	Social_Duration	Social_LatFirst	Neutral_Freq	Neutral_Duration	Neutral_LatFirst	Asocial_Freq	Asocial_Duration	Asocial_LatFirst	NovItem_Freq	NovItem_Duration	NovItem_LatFirst	NovZone_Freq	NovZone_Duration	NovZone_LatFirst	Hide_Freq	Hide_Duration	Hide_DurationOrig	Hide_LatFirst	Entry_Freq	Entry_Duration	Entry_LatFirst	Arena_Freq	Arena_Duration	Arena_LatFirst
Result 1	Trial    82	Arena 3	Exploration	CH2_08.01.16_DVR2	F	79	High	55.9876	0.0466563	1	336.52	0	1	1.56	336.52	3	4.04	338.08	0	0	NA	1	1	335.16	3	857.92	857.92	340.24	4	2.96	338.88	1	1200.04	0
Result 1	Trial    82	Arena 4	Exploration	CH2_08.01.16_DVR2	F	130	Low	565.857	0.47243	4	128.84	478.04	12	150.52	0	52	422.28	3	2	24.2	501.04	8	70.24	476.2	44	498.4	496.28	3.12	68	186.44	3.08	1	1197.92	0
Result 1	Trial    83	Arena 1	Exploration	CH3_08.01.16_DVR2	M	70	High	1924.76	1.60397	22	377.08	0	44	140.2	40.48	73	367.72	42.8	1	1.44	487.52	5	13.36	33.52	51	307.52	307.52	92.76	60	79.56	92.32	1	1200.04	0
Result 1	Trial    83	Arena 2	Exploration	CH3_08.01.16_DVR2	F	72	Low	537.92	0.448267	5	459.64	0	10	61.08	362.88	67	291.88	368.24	2	8.04	818	7	30	597.84	62	387.44	387.44	387	63	68.24	386.92	1	1200.04	0
Result 1	Trial    83	Arena 3	Exploration	CH3_08.01.16_DVR2	F	122	High	229.319	0.191099	3	364.72	0	5	25.84	338.88	14	122.84	339.76	2	2.48	338.4	4	7.96	337.8	12	685.96	685.96	341.72	15	65.48	340.16	1	1200.04	0
Result 1	Trial    83	Arena 4	Exploration	CH3_08.01.16_DVR2	M	104	High	309.023	0.257519	4	116.84	0	9	177.84	52.16	24	297.32	52.96	1	19.36	1167.16	4	27.88	653	19	608.04	608.04	54.16	23	268.72	53.8	1	1200.04	0
Result 1	Trial    84	Arena 1	Exploration	CH4_08.01.16_DVR2	F	86	High	97.8976	0.0815814	1	228.32	0	1	20.48	228.32	2	3.2	248.8	1	1.2	226.88	3	22.72	197.8	2	948.04	948.04	251.96	2	1.48	250.52	1	1200.04	0
Result 1	Trial    84	Arena 2	Exploration	CH4_08.01.16_DVR2	F	82	Low	136.917	0.114105	3	210.36	0	4	106.8	182.44	9	117.28	191.52	0	0	NA	0	0	NA	7	765.6	765.6	204.76	13	6.28	202.8	1	1200.04	0
Result 1	Trial    84	Arena 3	Exploration	CH4_08.01.16_DVR2	F	73	Low	565.193	0.470994	5	349.44	0	10	25.84	215.36	48	445.2	216.68	2	6.16	678.72	5	23.68	215.08	43	379.56	379.56	217.28	53	34.64	217	1	1200.04	0
Result 1	Trial    84	Arena 4	Exploration	CH4_08.01.16_DVR2	F	121	High	42.3874	0.0353228	1	89.28	0	1	1.52	89.28	1	1.2	90.8	0	0	NA	1	0.48	88.8	1	1108.04	1108.04	92	1	0.48	91.52	1	1200.04	0
Result 1	Trial    85	Arena 1	Exploration	CH1_09.01.16_DVR2	F	85	High	547.599	0.456333	4	360.68	0	9	47.92	268	66	444.56	275.2	0	0	NA	5	11.64	519.16	60	346.88	346.88	311.92	68	222.72	311.72	1	1200.04	0
Result 1	Trial    85	Arena 2	Exploration	CH1_09.01.16_DVR2	F	91	Low	431.886	0.359905	3	324.96	0	9	32.6	306.8	79	674.32	310.4	1	0.68	817.16	11	18.56	270.24	72	167.76	167.76	314.76	96	362.8	314.84	1	1200.04	0
Result 1	Trial    85	Arena 3	Exploration	CH1_09.01.16_DVR2	F	139	Low	360.592	0.300494	4	748.2	0	7	248.72	578.92	40	180.08	593.88	2	58.44	573.56	6	75.08	569.76	36	21.52	21.52	597.76	40	112.2	595.48	1	1200.04	0
Result 1	Trial    85	Arena 4	Exploration	CH1_09.01.16_DVR2	M	133	High	283.593	0.236328	3	222	0	6	130.16	195.48	36	159.92	199.64	0	0	NA	5	186.24	0	32	687.96	687.96	207.56	34	93.24	204.4	1	1200.04	0
Result 1	Trial    86	Arena 1	Exploration	CH2_09.01.16_DVR2	M	42	High	264.574	0.220479	3	566.28	0	5	21.04	476.88	18	103.76	481.76	2	6.04	749.36	4	10.16	748.64	15	507.4	507.4	522.56	18	11.6	522.36	1	1200.04	0
Result 1	Trial    86	Arena 2	Exploration	CH2_09.01.16_DVR2	F	98	High	147.389	0.122824	1	79.64	0	1	19.88	79.64	29	430.52	99.52	0	0	NA	0	0	NA	29	670	670	330.52	32	73.92	329.88	1	1200.04	0
Result 1	Trial    86	Arena 3	Exploration	CH2_09.01.16_DVR2	F	79	High	245.098	0.204248	2	309.76	0	5	23.88	290.44	37	461.56	294.04	1	2.96	820.36	2	15.84	812.04	34	404.84	404.84	627.4	36	388.88	300	1	1200.04	0
Result 1	Trial    86	Arena 4	Exploration	CH2_09.01.16_DVR2	F	130	Low	770.974	0.642478	5	139.72	182.88	17	166.88	0	90	581.56	0.92	3	28.12	501.28	13	40.24	183.72	78	311.88	311.88	16.04	94	290.16	10.76	1	1200.04	0
Result 1	Trial    87	Arena 1	Exploration	CH3_09.01.16_DVR2	M	70	High	1124.91	0.937425	11	278.04	0	28	171.84	102.72	53	502.88	110.44	2	2.84	623.56	6	118.2	0	35	238.36	238.36	112.88	41	28.56	111.88	1	1200.04	0
Result 1	Trial    87	Arena 2	Exploration	CH3_09.01.16_DVR2	F	72	Low	67.5527	0.0562939	1	978.64	0	2	9.52	978.64	8	31.48	986.6	0	0	NA	0	0	NA	6	180.4	180.4	991.72	11	10.76	991.2	1	1200.04	0
Result 1	Trial    87	Arena 3	Exploration	CH3_09.01.16_DVR2	F	122	High	721.214	0.601011	8	485.48	0	13	72.84	341.96	40	390.56	371.64	1	0.48	734.76	5	37.36	339	35	247.36	247.36	389	41	89.76	388.84	1	1200.04	0
Result 1	Trial    87	Arena 4	Exploration	CH3_09.01.16_DVR2	M	104	High	199.99	0.166659	2	551.04	0	3	24	381.92	6	59.16	385.96	2	2.56	379.68	4	73.8	309.4	5	565.84	565.84	390.24	17	43.04	387.44	1	1200.04	0
Result 1	Trial    88	Arena 1	Exploration	CH4_09.01.16_DVR2	F	86	High	68.1629	0.0568024	1	178.44	0	1	9	178.44	1	4.8	187.44	1	0.6	177.76	2	1.24	177.2	1	1007.8	1007.8	192.24	1	3.24	189	1	1200.04	0
Result 1	Trial    88	Arena 2	Exploration	CH4_09.01.16_DVR2	F	82	Low	70.5921	0.0588268	1	6.28	0	1	0.68	6.28	12	134	6.96	0	0	NA	0	0	NA	12	1059.08	1059.08	7.96	12	68.88	7.56	1	1200.04	0
Result 1	Trial    88	Arena 3	Exploration	CH4_09.01.16_DVR2	F	73	Low	620.341	0.516951	8	206.92	15	16	118.84	0	50	219.56	82.16	2	3.2	335.2	8	30.16	72.2	43	654.72	654.72	83.08	53	125.64	82.44	1	1200.04	0
Result 1	Trial    88	Arena 4	Exploration	CH4_09.01.16_DVR2	F	121	High	35.366	0.0294716	1	128.28	0	1	2.84	128.28	1	3.44	131.12	0	0	NA	1	1.76	126.36	1	1065.48	1065.48	134.56	1	2.4	132.16	1	1200.04	0
Result 1	Trial    89	Arena 1	Exploration	CH1_10.01.16_DVR2	F	85	High	592.608	0.49384	6	314.76	0	14	85.72	116.96	56	676.16	122.8	0	0	NA	1	1.72	552.2	47	123.4	123.4	153.24	53	276.4	130.4	1	1200.04	0
Result 1	Trial    89	Arena 2	Exploration	CH1_10.01.16_DVR2	F	91	Low	557.08	0.464233	6	161.8	0	12	81.04	98.88	83	517.6	103.16	0	0	NA	0	0	NA	76	437.92	437.92	105.52	84	291.96	104.72	1	1200.04	0
Result 1	Trial    89	Arena 3	Exploration	CH1_10.01.16_DVR2	F	139	Low	357.307	0.297756	4	265.92	0	8	268.92	178.88	51	125.76	223.16	2	3.08	178.36	7	17.04	177.68	47	510.28	510.28	228.2	50	90.28	226.52	1	1200.04	0
Result 1	Trial    89	Arena 4	Exploration	CH1_10.01.16_DVR2	M	133	High	66.1425	0.0551188	1	298.84	0	1	5.56	298.84	3	102	304.4	0	0	NA	1	6.8	291.44	3	793.64	793.64	305.72	3	101.6	304.8	1	1200.04	0
Result 1	Trial    90	Arena 1	Exploration	CH2_10.01.16_DVR2	M	42	High	168.123	0.140103	2	734.4	0	3	11.92	704.48	23	114.08	709.52	0	0	NA	0	0	NA	22	339.12	339.12	718.36	24	15.48	717.6	1	1200.04	0
Result 1	Trial    90	Arena 2	Exploration	CH2_10.01.16_DVR2	F	98	High	145.539	0.121282	1	198.8	225.44	2	125.8	103.24	39	182.48	0	0	0	NA	1	4.2	329.52	37	692.96	692.96	442.4	38	65.04	442.04	1	1200.04	0
Result 1	Trial    90	Arena 3	Exploration	CH2_10.01.16_DVR2	F	79	High	361.559	0.301299	4	294.8	0	7	96.96	187.72	30	348	195.56	5	41.28	153.88	10	103.24	153.12	26	460.28	460.28	197.04	34	270.88	195.76	1	1200.04	0
Result 1	Trial    90	Arena 4	Exploration	CH2_10.01.16_DVR2	F	130	Low	659.053	0.549449	6	261.24	540.56	12	104.12	538.04	69	486.76	0	2	13.6	740.52	13	135.76	540.48	62	347.92	347.52	23.16	64	298.32	22.6	1	1199.64	0
Result 1	Trial    91	Arena 1	Exploration	CH3_10.01.16_DVR2	M	70	High	1025.41	0.854511	11	292.92	0	24	144.04	63.64	86	369.8	65.6	2	1.8	701.24	6	20.96	700.08	63	363.92	363.92	118.36	67	103.16	117.32	1	1200.04	0
Result 1	Trial    91	Arena 2	Exploration	CH3_10.01.16_DVR2	F	72	Low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Result 1	Trial    91	Arena 3	Exploration	CH3_10.01.16_DVR2	F	122	High	72.8002	0.0611766	1	505.16	0	1	2.2	505.16	9	617.32	507.44	0	0	NA	0	0	NA	8	75.28	65.4	510.24	10	614.32	510.2	1	1190.16	0
Result 1	Trial    91	Arena 4	Exploration	CH3_10.01.16_DVR2	M	104	High	210.821	0.175684	3	298.12	0	7	114.08	248.16	22	81.76	249.96	1	2.44	1184.8	5	18.36	246.96	18	706.08	706.08	251.4	27	63.08	250.36	1	1200.04	0
Result 1	Trial    92	Arena 1	Exploration	CH4_10.01.16_DVR2	F	86	High	70.6577	0.0588814	1	150.8	0	1	2.68	150.8	15	41.24	153.48	0	0	NA	0	0	NA	15	1005.32	1005.32	155.48	16	34	155.4	1	1200.04	0
Result 1	Trial    92	Arena 2	Exploration	CH4_10.01.16_DVR2	F	82	Low	226.368	0.18864	3	996.44	0	4	42	864.2	16	123.72	868.2	1	2.2	1056.12	3	9.48	1048.88	14	37.88	37.88	895.48	22	40.2	890.44	1	1200.04	0
Result 1	Trial    92	Arena 3	Exploration	CH4_10.01.16_DVR2	F	73	Low	391.364	0.326137	6	99.8	0	10	137.2	7.2	31	133.68	79.84	0	0	NA	4	16.32	6.08	27	829.36	829.36	83.2	39	88.96	83.08	1	1200.04	0
Result 1	Trial    92	Arena 4	Exploration	CH4_10.01.16_DVR2	F	121	High	47.1649	0.0393041	1	91.44	0	1	1.6	91.44	3	6.2	93.04	0	0	NA	0	0	NA	3	1100.8	1100.8	99.12	3	2	97.24	1	1200.04	0
Result 1	Trial    93	Arena 1	Exploration	CH1_11.01.16_DVR2	F	85	High	285.777	0.238147	2	217.6	0	3	11.04	158.76	30	319.88	163.12	0	0	NA	0	0	NA	29	651.52	651.52	182.64	38	71.36	182.48	1	1200.04	0
Result 1	Trial    93	Arena 2	Exploration	CH1_11.01.16_DVR2	F	91	Low	449.979	0.374983	5	475.48	0	11	46.52	420.48	46	577.08	422.64	1	0.8	526	5	7.04	525.44	39	100.2	100.2	428.44	51	418.2	428.28	1	1200.04	0
Result 1	Trial    93	Arena 3	Exploration	CH1_11.01.16_DVR2	F	139	Low	493.229	0.411024	6	306.36	0	11	474.08	203.96	30	302.28	211.12	3	14.28	201.2	8	122.24	197.64	25	115.04	115.04	224.04	29	214.4	222.48	1	1200.04	0
Result 1	Trial    93	Arena 4	Exploration	CH1_11.01.16_DVR2	M	133	High	1162.35	0.968627	12	303.88	0	25	130.68	53.68	97	440.4	59	6	8	138.76	22	44.64	136.24	84	325.08	325.08	76.28	104	121.48	76.08	1	1200.04	0
Result 1	Trial    94	Arena 1	Exploration	CH2_11.01.16_DVR2	M	42	High	293.418	0.244515	4	761.68	0	6	152.52	693.32	25	36.12	782.76	3	68.8	629.84	5	639.4	0	23	248.44	248.44	852.32	23	19.76	852.08	1	1200.04	0
Result 1	Trial    94	Arena 2	Exploration	CH2_11.01.16_DVR2	F	98	High	219.653	0.183044	1	209.52	0	1	24.32	209.52	65	694.2	233.84	0	0	NA	0	0	NA	65	272	272	238.6	73	378	238.48	1	1200.04	0
Result 1	Trial    94	Arena 3	Exploration	CH2_11.01.16_DVR2	F	79	High	95.4822	0.0795685	1	229.76	0	1	5.88	229.76	14	401.44	235.64	0	0	NA	0	0	NA	14	562.96	562.96	507.96	15	386.48	238.04	1	1200.04	0
Result 1	Trial    94	Arena 4	Exploration	CH2_11.01.16_DVR2	F	130	Low	317.016	0.26418	4	104.48	660.64	8	78	657.56	58	152.72	0	5	61.28	660.6	8	52.6	659.08	53	864.84	864.84	4.16	60	77.44	0	1	1200.04	0
Result 1	Trial    95	Arena 1	Exploration	CH3_11.01.16_DVR2	M	70	High	1090.43	0.908695	16	558.24	0	31	124.24	357.36	84	281.92	361.44	8	9.04	356.48	22	28.32	353.44	69	229.08	229.08	364	79	64.04	362.6	1	1200.04	0
Result 1	Trial    95	Arena 2	Exploration	CH3_11.01.16_DVR2	F	72	Low	228.931	0.190776	3	628.8	0	5	71.28	540.32	11	82.28	566.68	0	0	NA	5	45.76	536.84	9	417.68	417.68	569.88	11	62.76	569.32	1	1200.04	0
Result 1	Trial    95	Arena 3	Exploration	CH3_11.01.16_DVR2	F	122	High	67.7296	0.0564413	1	666.68	0	1	4.4	666.68	6	38.52	671.16	1	0.36	666.32	2	13.28	656.44	6	490.36	490.36	680.2	6	33.48	676.2	1	1200.04	0
Result 1	Trial    95	Arena 4	Exploration	CH3_11.01.16_DVR2	M	104	High	62.0534	0.0521457	1	180.6	0	1	4	180.6	1	1005.56	184.6	0	0	NA	0	0	NA	0	9.88	0	NA	1	997.12	193.04	1	1190.16	0
Result 1	Trial    96	Arena 1	Exploration	CH4_11.01.16_DVR2	F	86	High	35.9667	0.0299723	1	156.08	0	1	2.2	156.08	2	9.24	158.28	0	0	NA	0	0	NA	2	1032.52	1032.52	167.48	2	2.52	165	1	1200.04	0
Result 1	Trial    96	Arena 2	Exploration	CH4_11.01.16_DVR2	F	82	Low	30.5914	0.0254929	0	0	NA	0	0	NA	1	62.08	0	0	0	NA	0	0	NA	1	1137.96	1137.96	62.08	1	47.44	14.64	1	1200.04	0
Result 1	Trial    96	Arena 3	Exploration	CH4_11.01.16_DVR2	F	73	Low	354.643	0.295536	4	234.84	0	8	121.52	170.4	37	133.28	173.04	1	1.76	768.4	7	25.56	170.04	33	710.4	710.4	173.52	39	36	173.28	1	1200.04	0
Result 1	Trial    96	Arena 4	Exploration	CH4_11.01.16_DVR2	F	121	High	128.18	0.106816	3	147.08	0	5	15.96	125.2	7	20.44	126.4	1	1.04	1146.44	4	11.08	123.2	5	1016.56	1016.56	132	8	10	127.28	1	1200.04	0
Result 1	Trial    97	Arena 1	Exploration	CH1_12.01.16_DVR2	F	85	High	453.405	0.377838	4	391.92	124.04	8	81.48	421.68	34	319.68	424.12	0	0	NA	5	51.44	124.04	31	406.96	406.96	0	31	117.76	530.48	1	1200.04	0
Result 1	Trial    97	Arena 2	Exploration	CH1_12.01.16_DVR2	F	91	Low	606.203	0.505169	5	237.4	0	14	136.44	196.04	99	701.8	198.88	0	0	NA	5	15.12	535.04	90	122.92	122.92	214.2	101	374.32	214.12	1	1200.04	0
Result 1	Trial    97	Arena 3	Exploration	CH1_12.01.16_DVR2	F	139	Low	442.044	0.36837	5	562.72	0	13	177.8	429.12	48	345.24	433.12	2	5.84	557.64	4	8.04	556.88	35	54.96	54.96	439.48	42	252.6	436.56	1	1200.04	0
Result 1	Trial    97	Arena 4	Exploration	CH1_12.01.16_DVR2	M	133	High	452.687	0.377239	5	419.56	0	9	134.84	310.76	43	196.2	315.16	2	2.72	308.92	6	22.2	308.12	39	449.44	449.44	324.92	45	62.32	324.68	1	1200.04	0
Result 1	Trial    98	Arena 1	Exploration	CH2_12.01.16_DVR2	M	42	High	46.0643	0.0383869	1	263.56	0	1	1.16	263.56	1	1.24	264.76	1	14.56	249.04	2	4.04	245.52	1	934.04	934.04	266	1	0.64	265.36	1	1200.04	0
Result 1	Trial    98	Arena 2	Exploration	CH2_12.01.16_DVR2	F	98	High	111.839	0.0931992	1	22.76	0	1	0.88	22.76	10	483.28	23.64	0	0	NA	0	0	NA	10	693.12	693.12	481.8	10	25.24	481.68	1	1200.04	0
Result 1	Trial    98	Arena 3	Exploration	CH2_12.01.16_DVR2	F	79	High	171.785	0.143154	7	284.2	0	8	110.12	243.36	21	183.96	301.24	2	12.52	232.12	14	50.88	229.44	19	621.76	621.76	302.4	22	127	301.56	1	1200.04	0
Result 1	Trial    98	Arena 4	Exploration	CH2_12.01.16_DVR2	F	130	Low	130.051	0.109287	2	19.04	0	3	12.52	0.12	23	203.44	0.28	0	0	NA	3	7.08	0.04	21	965.04	955.16	1.04	24	172.48	0.36	1	1190.16	0
Result 1	Trial    99	Arena 1	Exploration	CH3_12.01.16_DVR2	M	70	High	1309.33	1.09111	14	523.44	0	25	73.76	178.08	43	286.04	180.64	3	3.32	683.84	11	83.4	71.88	31	313.44	313.44	183.36	38	65.52	182.56	1	1200.04	0
Result 1	Trial    99	Arena 2	Exploration	CH3_12.01.16_DVR2	F	72	Low	352.783	0.293986	4	451.28	0	7	33.96	339.12	30	525.96	342.6	3	8.44	938.52	8	81.28	288.2	27	188.84	188.84	546.72	31	467.72	346.48	1	1200.04	0
Result 1	Trial    99	Arena 3	Exploration	CH3_12.01.16_DVR2	F	122	High	599.139	0.499532	6	412	0	11	37.44	306.16	26	397.32	307.36	2	1.36	501.32	7	6.64	305.64	20	350.56	350.08	311.32	23	226.8	310.68	1	1199.56	0
Result 1	Trial    99	Arena 4	Exploration	CH3_12.01.16_DVR2	M	104	High	165.762	0.138135	2	678.16	0	3	50.76	616.6	19	124.64	618.76	2	3.4	614.2	4	54	611.72	18	346.48	346.48	621.48	18	114.52	620.24	1	1200.04	0
Result 1	Trial   100	Arena 1	Exploration	CH4_12.01.16_DVR2	F	86	High	73.3702	0.0611418	1	452.76	0	1	2.2	452.76	1	2.48	454.96	0	0	NA	1	3.8	449.44	1	742.6	742.6	457.44	1	2.16	455.28	1	1200.04	0
Result 1	Trial   100	Arena 2	Exploration	CH4_12.01.16_DVR2	F	82	Low	323.412	0.26951	4	154.32	0	10	107.16	10.24	63	345.84	15.04	1	4.44	613.08	2	6.24	610.36	57	592.72	592.72	31.32	71	186.6	30.4	1	1200.04	0
Result 1	Trial   100	Arena 3	Exploration	CH4_12.01.16_DVR2	F	73	Low	604.654	0.503878	7	770.04	0	13	51.8	456.76	28	217.92	459.36	2	17.36	770.6	6	124	769.72	22	160.28	160.28	461.08	28	118.44	460.12	1	1200.04	0
Result 1	Trial   100	Arena 4	Exploration	CH4_12.01.16_DVR2	F	121	High	45.6675	0.0380562	1	76.64	0	1	3.16	76.64	2	3.08	79.8	0	0	NA	1	1.36	75.44	2	1117.16	1117.16	82.84	2	1.72	81.16	1	1200.04	0
Result 1	Trial   101	Arena 1	Exploration	CH1_13.01.16_DVR2	F	85	High	258.315	0.215262	3	481.36	0	5	25.88	361.2	14	32.52	368.56	0	0	NA	2	68.68	0	12	660.28	660.28	380.48	14	17.28	376.36	1	1200.04	0
Result 1	Trial   101	Arena 2	Exploration	CH1_13.01.16_DVR2	F	91	Low	342.374	0.285312	3	178.4	0	5	78.96	160.04	51	275.48	162.24	2	1.56	920.08	6	10.52	913.92	49	666.8	666.8	178.2	54	152.36	177.64	1	1200.04	0
Result 1	Trial   101	Arena 3	Exploration	CH1_13.01.16_DVR2	F	139	Low	605.351	0.504543	6	484.08	0	13	129.96	250.96	40	322.24	257.72	1	11.84	1033.12	26	243.64	0	33	260.12	260.04	264.72	41	223.4	259.48	1	1199.96	0
Result 1	Trial   101	Arena 4	Exploration	CH1_13.01.16_DVR2	M	133	High	259.703	0.216419	3	251.44	0	5	17.16	204.32	8	22.44	206.92	1	0.8	871.72	7	179.76	0	6	909	909	208.84	9	6.16	208.4	1	1200.04	0
Result 1	Trial   102	Arena 1	Exploration	CH2_13.01.16_DVR2	M	42	High	192.208	0.160174	4	702.92	0	5	38.88	628.44	22	84.84	656.72	2	28.76	597.44	4	15.32	591.24	20	372.52	372.52	658.52	20	66.56	657.6	1	1200.04	0
Result 1	Trial   102	Arena 2	Exploration	CH2_13.01.16_DVR2	F	98	High	99.6226	0.0830188	2	127.64	0	2	87.76	127.56	11	143.12	215.4	0	0	NA	0	0	NA	11	841.52	841.52	239.32	12	119.44	237.64	1	1200.04	0
Result 1	Trial   102	Arena 3	Exploration	CH2_13.01.16_DVR2	F	79	High	232.114	0.193428	2	515.04	0	3	80.6	486.56	10	136.88	491	2	62.08	438.92	6	72.32	427.8	9	467.52	467.52	493.56	18	90.56	493.16	1	1200.04	0
Result 1	Trial   102	Arena 4	Exploration	CH2_13.01.16_DVR2	F	130	Low	264.349	0.220291	3	155.52	0	4	24.84	10.48	26	91.36	22.68	2	33.4	9.44	3	12.68	0	24	928.32	928.32	23.2	24	36.32	22.8	1	1200.04	0
Result 1	Trial   103	Arena 1	Exploration	CH3_13.01.16_DVR2	M	70	High	1341.07	1.11756	17	737.76	0	34	117.48	259.64	42	161.08	281.4	0	0	NA	7	4.08	572.72	25	178.24	178.24	285.2	31	18.36	283.88	1	1200.04	0
Result 1	Trial   103	Arena 2	Exploration	CH3_13.01.16_DVR2	F	72	Low	53.3605	0.0444671	1	226.44	0	1	0.92	226.44	4	0.84	227.36	1	0.4	225.88	3	193.52	0.04	4	971.84	971.84	227.92	4	0.6	227.6	1	1200.04	0
Result 1	Trial   103	Arena 3	Exploration	CH3_13.01.16_DVR2	F	122	High	149.855	0.124879	2	206.4	0	3	16.44	157.32	9	275.68	157.8	0	0	NA	4	156.04	0	7	701.12	701.12	159.52	9	265.96	157.96	1	1200.04	0
Result 1	Trial   103	Arena 4	Exploration	CH3_13.01.16_DVR2	M	104	High	298.609	0.248841	3	511.56	0	5	14.88	209.96	13	115.84	212.08	1	3.52	206.48	2	2.2	205.24	10	557.76	557.76	214.2	15	70.08	213.36	1	1200.04	0
Result 1	Trial   104	Arena 1	Exploration	CH4_13.01.16_DVR2	F	86	High	24.6397	0.0205331	1	255.52	0	1	2.2	255.52	5	2.24	257.72	0	0	NA	1	3.16	253.56	5	940.08	940.08	259.76	5	1.48	258.48	1	1200.04	0
Result 1	Trial   104	Arena 2	Exploration	CH4_13.01.16_DVR2	F	82	Low	91.6683	0.0763903	1	5.08	0	2	11	5.08	54	130.08	11.44	0	0	NA	0	0	NA	52	1053.88	1053.88	50.88	54	79.84	50.8	1	1200.04	0
Result 1	Trial   104	Arena 3	Exploration	CH4_13.01.16_DVR2	F	73	Low	764.789	0.637324	8	126.2	0	18	114.6	24.04	64	369.84	28.44	7	22.84	386.8	20	44.68	381.28	54	589.4	589.4	41.12	66	136.12	39.96	1	1200.04	0
Result 1	Trial   104	Arena 4	Exploration	CH4_13.01.16_DVR2	F	121	High	39.5393	0.0329494	1	75.92	0	1	2.16	75.92	3	2.48	78.08	0	0	NA	1	1.56	75.16	3	1119.48	1119.48	80.12	3	1.32	79.24	1	1200.04	0
Result 1	Trial   105	Arena 1	Exploration	CH1_14.01.16_DVR2	F	85	High	342.254	0.285211	4	376.96	0	7	45.4	296.92	26	433.56	301.28	1	0.72	440.12	5	10.52	199.08	22	344.12	344.12	308.08	26	115.48	307.64	1	1200.04	0
Result 1	Trial   105	Arena 2	Exploration	CH1_14.01.16_DVR2	F	91	Low	555.193	0.462661	4	252.04	0	10	107.4	128.12	96	515.56	131.28	4	3.2	853.56	11	64.24	117.92	90	324.16	324.16	133.12	108	147.68	132.04	1	1200.04	0
Result 1	Trial   105	Arena 3	Exploration	CH1_14.01.16_DVR2	F	139	Low	526.417	0.442367	8	471.72	0	16	331.16	313.96	29	308.32	336.16	2	4.92	423.92	14	80.12	308.16	24	42.48	32.6	341.52	29	265.16	338.2	1	1190.16	0
Result 1	Trial   105	Arena 4	Exploration	CH1_14.01.16_DVR2	M	133	High	413.904	0.34492	5	252.4	0	14	63.8	182.72	35	127.04	187.24	2	5.36	379.32	6	186.16	0	26	756.8	756.8	189.72	30	40.6	188	1	1200.04	0
Result 1	Trial   106	Arena 1	Exploration	CH2_14.01.16_DVR2	M	42	High	167.329	0.139441	2	673.92	0	3	36.96	589.44	21	43.96	600.68	4	7.76	921	6	23.16	918.32	20	444.6	444.6	603.12	24	16.96	602.32	1	1200.04	0
Result 1	Trial   106	Arena 2	Exploration	CH2_14.01.16_DVR2	F	98	High	96.4352	0.0803627	2	587.36	0	2	18.28	579.92	7	580.08	589.56	1	1.76	577.64	2	10.12	575.2	6	14.32	14.32	1161.4	7	578.2	590.24	1	1200.04	0
Result 1	Trial   106	Arena 3	Exploration	CH2_14.01.16_DVR2	F	79	High	289.656	0.24138	4	640.8	0	6	97.56	316.52	22	49.68	412.16	18	306.52	203.68	25	166.36	194.08	20	412	412	413.84	27	29.76	412.76	1	1200.04	0
Result 1	Trial   106	Arena 4	Exploration	CH2_14.01.16_DVR2	F	130	Low	280.172	0.233515	2	291.8	835.92	5	30.6	834.16	26	75.68	0	2	26.6	839.92	5	180.08	839	22	801.96	801.88	2.36	21	19.88	23.28	1	1199.96	0
Result 1	Trial   107	Arena 1	Exploration	CH3_14.01.16_DVR2	M	70	High	1064.14	0.886781	16	395.96	0	25	65.04	38.56	28	709.88	40.96	0	0	NA	1	4.4	684.12	18	27	27	43.84	29	563.16	43.32	1	1200.04	0
Result 1	Trial   107	Arena 2	Exploration	CH3_14.01.16_DVR2	F	72	Low	214.684	0.178903	2	455.76	0	3	73.88	418.52	24	115.4	425.72	0	0	NA	2	10.24	615.92	23	555	555	498.32	24	21.88	497.4	1	1200.04	0
Result 1	Trial   107	Arena 3	Exploration	CH3_14.01.16_DVR2	F	122	High	160.954	0.134128	2	459.8	0	3	9.92	401.76	7	90.16	404.4	2	1.08	595.32	3	11.08	593.6	6	639.96	639.96	413.08	7	81.08	411.24	1	1200.04	0
Result 1	Trial   107	Arena 4	Exploration	CH3_14.01.16_DVR2	M	104	High	133.962	0.111635	2	166.88	992.72	4	271.36	0	14	23.16	244.68	1	1.52	992.96	3	50.56	992	12	738.64	738.64	249.6	15	14.44	246.08	1	1200.04	0
Result 1	Trial   108	Arena 1	Exploration	CH4_14.01.16_DVR2	F	86	High	151.582	0.126318	2	481.96	0	3	11.2	425.88	5	14.92	429.96	1	1.52	423.84	4	10.04	422.68	4	691.96	691.96	435.44	5	6.44	430.84	1	1200.04	0
Result 1	Trial   108	Arena 2	Exploration	CH4_14.01.16_DVR2	F	82	Low	107.164	0.0893031	0	0	NA	2	24.88	0	21	286.32	9.72	0	0	NA	0	0	NA	20	888.84	888.84	49.64	23	22.2	49.56	1	1200.04	0
