Result	Trial	Arena	Assay	ChDate	Sex	LizID	Trt	TotalDist	Velocity	Social_Freq	Social_Duration	Social_LatFirst	Neutral_Freq	Neutral_Duration	Neutral_LatFirst	Asocial_Freq	Asocial_Duration	Asocial_LatFirst	NovItem_Freq	NovItem_Duration	NovItem_LatFirst	NovZone_Freq	NovZone_Duration	NovZone_LatFirst	Hide_Freq	Hide_Duration	Hide_DurationOrig	Hide_LatFirst	Entry_Freq	Entry_Duration	Entry_LatFirst	Arena_Freq	Arena_Duration	Arena_LatFirst
Result 1	Trial   170	Arena 2	Novel	CH2_02.01.16_DVR2	F	98	High	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Result 1	Trial   170	Arena 3	Novel	CH2_02.01.16_DVR2	F	79	High	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Result 1	Trial   170	Arena 4	Novel	CH2_02.01.16_DVR2	F	130	Low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Result 1	Trial   171	Arena 1	Novel	CH3_02.01.16_DVR2	M	70	High	783.759	1.21355	9	170.56	675.24	16	34.4	673.36	47	408.76	554.16	0	0	NA	3	12.68	674.48	42	584.92	30.76	0	60	225	554.16	1	645.88	554.16
Result 1	Trial   171	Arena 2	Novel	CH3_02.01.16_DVR2	F	72	Low	71.7306	0.0597755	0	0	NA	0	0	NA	3	1199.36	0	0	0	NA	0	0	NA	2	0.68	0.68	161.16	4	1198.08	0	1	1200.04	0
Result 1	Trial   171	Arena 3	Novel	CH3_02.01.16_DVR2	F	122	High	579.617	0.483014	4	155.4	767.2	11	58.8	759.72	48	502.64	339.4	0	0	NA	4	35.44	761.76	44	478.16	478.16	0	52	406.44	339.4	1	1200.04	0
Result 1	Trial   171	Arena 4	Novel	CH3_02.01.16_DVR2	M	104	High	135.442	0.225511	1	39.04	647.48	2	50.08	625.6	6	235.24	599.4	0	0	NA	0	0	NA	5	875.68	276.28	0	8	15.2	599.4	1	600.64	599.4
Result 1	Trial   172	Arena 1	Novel	CH4_02.01.16_DVR2	F	86	High	75.7289	0.313967	0	0	NA	0	0	NA	15	224.24	958.8	0	0	NA	0	0	NA	15	975.8	17	0	15	201.4	958.8	1	241.24	958.8
Result 1	Trial   172	Arena 2	Novel	CH4_02.01.16_DVR2	F	82	Low	269.462	0.467589	2	234.48	775.92	4	58.76	651.32	9	279.96	623.8	0	0	NA	3	21.84	654.92	7	626.84	3.12	0	9	139.36	623.8	1	576.32	623.72
Result 1	Trial   172	Arena 3	Novel	CH4_02.01.16_DVR2	F	73	Low	458.447	0.382039	4	223.2	781.88	8	65.84	676.48	14	347.4	505	1	16.2	791.28	4	27.08	683.6	10	563.6	563.6	0	17	156.4	505	1	1200.04	0
Result 1	Trial   172	Arena 4	Novel	CH4_02.01.16_DVR2	F	121	High	227.267	0.388331	1	39.12	793.36	2	12.68	788.24	22	220.12	615	0	0	NA	1	13.92	814.84	21	928.12	313.36	0	21	86.68	615	1	585.28	614.76
Result 1	Trial   173	Arena 1	Novel	CH1_03.01.16_DVR2	F	85	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   173	Arena 2	Novel	CH1_03.01.16_DVR2	F	91	Low	0.000288602	2.41E-07	0	0	NA	0	0	NA	2	0.08	153.84	0	0	NA	0	0	NA	3	1199.96	1199.96	0	2	0.08	153.84	1	1200.04	0
Result 1	Trial   173	Arena 3	Novel	CH1_03.01.16_DVR2	F	139	Low	579.353	0.482794	7	716	0	12	160.24	429.84	25	209	490.64	0	0	NA	7	102.4	288	20	113.04	113.04	513.16	22	57.64	511.04	1	1200.04	0
Result 1	Trial   173	Arena 4	Novel	CH1_03.01.16_DVR2	M	133	High	278.527	0.372303	3	60.24	750.44	6	33.24	741.12	14	514.4	451.88	0	0	NA	2	15.6	744.04	10	592.16	140.28	0	14	454.72	451.88	1	748.16	451.88
Result 1	Trial   174	Arena 1	Novel	CH2_03.01.16_DVR2	M	42	High	333.062	0.473504	3	310.68	726.16	6	37.56	723.72	7	183	496.64	0	0	NA	1	37.04	782.16	5	668.32	171.72	0	11	48.56	496.64	1	703.44	496.6
Result 1	Trial   174	Arena 2	Novel	CH2_03.01.16_DVR2	F	98	High	205.463	0.320695	2	18.72	952.52	3	5.36	949.24	34	310.48	617.28	0	0	NA	1	3.36	959.4	33	865.48	306.16	0	38	292.96	617.28	1	640.72	559.32
Result 1	Trial   174	Arena 3	Novel	CH2_03.01.16_DVR2	F	79	High	485.785	0.512885	4	152.16	332.68	8	33.96	330.12	47	414.36	252.84	0	0	NA	6	37.32	336.88	43	599.56	346.72	0	57	234.32	252.84	1	947.2	252.84
Result 1	Trial   174	Arena 4	Novel	CH2_03.01.16_DVR2	F	130	Low	186.328	0.593477	2	49.16	1095	5	16.8	1087.8	13	240.16	886.04	0	0	NA	5	14.72	1097.48	9	893.92	7.88	0	11	194.04	886.04	1	314	886.04
Result 1	Trial   175	Arena 1	Novel	CH3_03.01.16_DVR2	M	70	High	171.697	0.272969	1	423.2	776.84	1	4.48	772.36	13	188.48	571	1	0.6	1175.56	5	411.64	776.72	12	583.72	12.72	0	14	182.04	571	1	629.04	571
Result 1	Trial   175	Arena 2	Novel	CH3_03.01.16_DVR2	F	72	Low	10.0007	0.0362925	0	0	NA	0	0	NA	1	275.6	924.44	0	0	NA	0	0	NA	0	924.44	0	0	1	275.6	924.44	1	275.6	924.44
Result 1	Trial   175	Arena 3	Novel	CH3_03.01.16_DVR2	F	122	High	19.3471	0.0348245	0	0	NA	0	0	NA	6	217.36	644.44	0	0	NA	0	0	NA	5	982.68	338.24	0	6	217.36	644.44	1	555.6	644.44
Result 1	Trial   175	Arena 4	Novel	CH3_03.01.16_DVR2	M	104	High	90.4767	0.141733	1	18.96	690.16	3	18.12	673.56	11	222.24	561.64	0	0	NA	1	10.68	697.6	9	940.72	379.08	0	10	211.64	561.64	1	638.4	561.64
Result 1	Trial   176	Arena 1	Novel	CH4_03.01.16_DVR2	F	86	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   176	Arena 2	Novel	CH4_03.01.16_DVR2	F	82	Low	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   176	Arena 3	Novel	CH4_03.01.16_DVR2	F	73	Low	110.59	0.0921586	1	585.32	614.72	1	8	606.72	9	122.56	481.28	15	344.76	843.04	15	244.28	611	9	484.16	484.16	0	11	107.76	481.28	1	1200.04	0
Result 1	Trial   176	Arena 4	Novel	CH4_03.01.16_DVR2	F	121	High	116.31	0.207474	1	35.08	775.52	4	21.72	694.76	4	66.68	690.64	0	0	NA	1	5.4	696.84	4	1076.56	437.16	0	3	4.52	690.64	1	560.64	639.4
Result 1	Trial   177	Arena 1	Novel	CH1_04.01.16_DVR2	F	85	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   177	Arena 2	Novel	CH1_04.01.16_DVR2	F	91	Low	4.71E-13	3.92752ENA16	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1200.04	1200.04	0	0	0	NA	1	1200.04	0
Result 1	Trial   177	Arena 3	Novel	CH1_04.01.16_DVR2	F	139	Low	378.117	0.315098	3	58.32	756.16	6	218.76	738.04	53	583.16	0	0	0	NA	13	57.12	740.76	48	338.84	338.84	226.56	51	318.28	205.64	1	1200.04	0
Result 1	Trial   177	Arena 4	Novel	CH1_04.01.16_DVR2	M	133	High	846.017	0.839503	8	409.4	300.32	16	52	286.4	73	533.32	192.92	2	2.24	320.36	15	76.88	294.28	65	205.32	13.2	0	58	240.76	192.92	1	1007.92	191.92
Result 1	Trial   178	Arena 1	Novel	CH2_04.01.16_DVR2	M	42	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   178	Arena 2	Novel	CH2_04.01.16_DVR2	F	98	High	137.119	0.114266	0	0	NA	3	16.16	981.96	25	287.2	665.8	0	0	NA	1	2.72	1081.04	23	896.68	896.68	0	26	258.08	665.8	1	1200.04	0
Result 1	Trial   178	Arena 3	Novel	CH2_04.01.16_DVR2	F	79	High	122.636	0.373982	3	46.24	1073.88	4	11.84	1066.48	13	259.36	872.08	0	0	NA	2	29.44	1070.64	11	882.6	10.52	0	18	235.48	872.08	1	327.96	872.08
Result 1	Trial   178	Arena 4	Novel	CH2_04.01.16_DVR2	F	130	Low	274.543	0.24598	2	60.4	914.32	6	31.6	899.88	25	314.44	106.64	0	0	NA	3	39.2	902.8	22	793.6	709.72	0	26	195.32	106.64	1	1116.16	83.88
Result 1	Trial   179	Arena 1	Novel	CH3_04.01.16_DVR2	M	70	High	61.2749	0.166381	0	0	NA	0	0	NA	12	339.56	831.72	0	0	NA	0	0	NA	11	860.48	28.76	0	15	332.8	831.72	1	368.32	831.72
Result 1	Trial   179	Arena 2	Novel	CH3_04.01.16_DVR2	F	72	Low	16.9811	0.0505932	0	0	NA	0	0	NA	8	9.2	866.6	0	0	NA	0	0	NA	8	1190.84	326.48	0	8	9.2	866.6	1	335.68	864.36
Result 1	Trial   179	Arena 3	Novel	CH3_04.01.16_DVR2	F	122	High	30.6522	0.0396454	0	0	NA	0	0	NA	4	552.28	426.84	0	0	NA	0	0	NA	3	647.76	220.92	0	4	552.28	426.84	1	773.2	426.84
Result 1	Trial   179	Arena 4	Novel	CH3_04.01.16_DVR2	M	104	High	32.5082	0.0814088	0	0	NA	0	0	NA	5	396.12	800.72	0	0	NA	0	0	NA	5	803.92	3.24	0	5	396.12	800.72	1	399.36	800.68
Result 1	Trial   180	Arena 1	Novel	CH4_04.01.16_DVR2	F	86	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   180	Arena 2	Novel	CH4_04.01.16_DVR2	F	82	Low	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   180	Arena 3	Novel	CH4_04.01.16_DVR2	F	73	Low	12.7168	0.0105974	0	0	NA	0	0	NA	1	1200.04	0	0	0	NA	0	0	NA	0	0	0	NA	1	1200.04	0	1	1200.04	0
Result 1	Trial   180	Arena 4	Novel	CH4_04.01.16_DVR2	F	121	High	249.805	0.817425	2	31.96	932.68	6	45.92	926.68	26	218.92	895.4	0	0	NA	2	15.52	929.28	22	903.24	8.84	0	25	59.52	895.4	1	305.64	894.4
Result 1	Trial   181	Arena 1	Novel	CH1_05.01.16_DVR2	F	85	High	31.7409	0.124046	0	0	NA	0	0	NA	9	85.68	944.12	0	0	NA	0	0	NA	8	1114.36	170.24	0	9	85.68	944.12	1	255.92	944.12
Result 1	Trial   181	Arena 2	Novel	CH1_05.01.16_DVR2	F	91	Low	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   181	Arena 3	Novel	CH1_05.01.16_DVR2	F	139	Low	437.634	0.364695	3	276.6	620.96	10	161.68	512.2	15	721.32	0	2	1.04	1130.72	12	110.92	514.76	8	33.8	33.8	422.16	13	533.84	0	1	1200.04	0
Result 1	Trial   181	Arena 4	Novel	CH1_05.01.16_DVR2	M	133	High	803.698	0.896584	6	153.76	554.32	15	126.28	545.96	19	467.32	303.68	0	0	NA	10	80.8	546.84	10	452.68	149.08	0	14	135.08	303.68	1	896.44	303.6
Result 1	Trial   182	Arena 1	Novel	CH2_05.01.16_DVR2	M	42	High	223.271	0.595072	1	20.92	1093.68	5	70	867.44	20	252.36	824.8	0	0	NA	5	59.56	867.76	15	855.6	30.8	0	18	176.48	824.8	1	375.24	824.8
Result 1	Trial   182	Arena 2	Novel	CH2_05.01.16_DVR2	F	98	High	348.27	0.290225	3	110.68	0	5	257.04	96.96	28	677.28	327.96	0	0	NA	1	5.36	884.56	25	155.04	155.04	651.48	26	161.36	650.96	1	1200.04	0
Result 1	Trial   182	Arena 3	Novel	CH2_05.01.16_DVR2	F	79	High	559.402	0.466168	4	168.2	586.6	10	108.28	493.12	43	638.88	0	1	12.92	704.08	7	88.16	496.88	36	284.68	284.68	117.56	44	376.04	115.2	1	1200.04	0
Result 1	Trial   182	Arena 4	Novel	CH2_05.01.16_DVR2	F	130	Low	190.778	0.436323	3	202.32	824.12	4	28	806.08	4	158.52	762.76	0	0	NA	7	97.2	807.72	2	811.2	48.44	1044.92	5	154.68	762.76	1	437.28	762.76
Result 1	Trial   183	Arena 1	Novel	CH3_05.01.16_DVR2	M	70	High	724.2	0.738889	11	168.2	636.4	21	45.2	633.24	24	623.96	341.32	0	0	NA	7	27.88	642.72	17	361.12	141.24	0	53	447.96	341.32	1	980.16	219.88
Result 1	Trial   183	Arena 2	Novel	CH3_05.01.16_DVR2	F	72	Low	154.33	0.620995	1	99.44	1012.76	2	11.92	1008.88	10	47.92	969.08	0	0	NA	3	33.6	1013.2	10	1040.76	89.28	0	9	31.2	969.08	1	248.56	951.48
Result 1	Trial   183	Arena 3	Novel	CH3_05.01.16_DVR2	F	122	High	17.0325	0.0316401	0	0	NA	0	0	NA	1	538.36	661.68	0	0	NA	0	0	NA	0	661.68	0	0	1	538.36	661.68	1	538.36	661.68
Result 1	Trial   183	Arena 4	Novel	CH3_05.01.16_DVR2	M	104	High	236.725	0.338778	1	21.24	800.12	3	24.08	779.36	27	324.8	501.28	0	0	NA	2	7.52	782.28	25	829.92	328.68	0	28	199.52	501.28	1	698.8	501.24
Result 1	Trial   184	Arena 1	Novel	CH4_05.01.16_DVR2	F	86	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   184	Arena 2	Novel	CH4_05.01.16_DVR2	F	82	Low	67.9837	0.140057	0	0	NA	0	0	NA	7	288.92	714.6	0	0	NA	0	0	NA	7	911.12	196.52	0	7	254.92	714.6	1	485.44	714.6
Result 1	Trial   184	Arena 3	Novel	CH4_05.01.16_DVR2	F	73	Low	33.4824	0.186303	1	17.44	1182.6	1	23.12	1159.48	3	135.56	1020.28	0	0	NA	1	39.84	1160.2	2	1023.92	3.64	0	3	129.96	1020.28	1	179.76	1020.28
Result 1	Trial   184	Arena 4	Novel	CH4_05.01.16_DVR2	F	121	High	165.865	0.300828	0	0	NA	1	17.12	878.68	25	322.28	648.64	0	0	NA	1	11.76	879.96	24	860.64	212	0	28	143.32	648.64	1	551.4	648.64
Result 1	Trial   185	Arena 1	Novel	CH1_06.01.16_DVR2	F	85	High	339.234	0.583879	2	73.52	834.8	4	16.12	832.88	22	278.16	627.4	0	0	NA	4	26.6	834.52	21	832.24	213.24	0	23	194.6	627.4	1	581.04	619
Result 1	Trial   185	Arena 2	Novel	CH1_06.01.16_DVR2	F	91	Low	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   185	Arena 3	Novel	CH1_06.01.16_DVR2	F	139	Low	552.886	0.694859	5	196.84	547.04	11	92.28	506.92	22	290.44	438.16	1	8.16	592.96	10	92.28	510.2	16	616.96	212.64	0	18	90.16	438.16	1	795.72	404.32
Result 1	Trial   185	Arena 4	Novel	CH1_06.01.16_DVR2	M	133	High	116.059	0.172522	1	4.4	1111.12	2	27.44	1103.72	21	399.24	527.28	0	0	NA	1	12.4	1110.52	20	768.96	241.68	0	22	375.32	527.28	1	672.76	527.28
Result 1	Trial   186	Arena 1	Novel	CH2_06.01.16_DVR2	M	42	High	133.729	0.304621	1	69.96	952.28	2	4.8	950.68	8	197.28	761	1	7.72	1013.16	2	9.88	1004.76	7	927.84	166.84	0	8	166.32	761	1	439.04	761
Result 1	Trial   186	Arena 2	Novel	CH2_06.01.16_DVR2	F	98	High	60.7701	0.227706	0	0	NA	0	0	NA	7	240.88	933.12	0	0	NA	0	0	NA	7	959.16	26.04	0	8	154.04	933.12	1	266.92	933.12
Result 1	Trial   186	Arena 3	Novel	CH2_06.01.16_DVR2	F	79	High	208.434	0.547071	2	100.48	1033.44	3	14.8	1030.8	18	246.96	819.2	4	38.12	1042.56	5	28.44	1032.8	17	837.8	18.8	0	20	201.92	819.2	1	381.04	819
Result 1	Trial   186	Arena 4	Novel	CH2_06.01.16_DVR2	F	130	Low	287.595	0.423657	3	36.84	963.68	7	61.72	951.44	40	540.56	521.2	1	1.24	1085.76	3	20.64	954.04	37	560.92	39.76	0	41	435.24	521.2	1	678.88	521.16
Result 1	Trial   187	Arena 1	Novel	CH3_06.01.16_DVR2	M	70	High	840.548	1.03368	10	224.48	549.72	20	61.4	539.12	30	514.04	386.96	0	0	NA	8	58.24	541.76	22	393.36	6.52	0	35	277.08	386.96	1	813.2	386.84
Result 1	Trial   187	Arena 2	Novel	CH3_06.01.16_DVR2	F	72	Low	110.236	0.156195	1	113.28	1086.76	1	3.52	1083.24	8	483.84	494.64	1	24.2	1100.52	2	2	1099.36	8	599.4	105.16	0	7	483.24	494.64	1	705.8	494.24
Result 1	Trial   187	Arena 3	Novel	CH3_06.01.16_DVR2	F	122	High	22.7522	0.0325273	0	0	NA	0	0	NA	8	436.12	500.6	0	0	NA	0	0	NA	8	763.92	263.4	0	8	436.12	500.6	1	699.52	500.52
Result 1	Trial   187	Arena 4	Novel	CH3_06.01.16_DVR2	M	104	High	27.5279	0.0342523	0	0	NA	0	0	NA	4	211.52	396.32	0	0	NA	0	0	NA	4	988.52	592.2	0	4	211.52	396.32	1	803.72	396.32
Result 1	Trial   188	Arena 1	Novel	CH4_06.01.16_DVR2	F	86	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   188	Arena 2	Novel	CH4_06.01.16_DVR2	F	82	Low	76.4706	0.0944361	2	49.96	1149.44	2	26.16	1123.92	8	716.76	390.24	0	0	NA	1	9.56	1132.44	7	407.16	16.92	0	8	714.92	390.24	1	809.8	390.24
Result 1	Trial   188	Arena 3	Novel	CH4_06.01.16_DVR2	F	73	Low	594.056	0.719754	7	208.2	453.88	16	93.8	446.32	22	366.68	374.64	9	71.04	455.12	16	52.12	450.2	15	531.36	156.72	0	16	167.28	374.64	1	825.4	374.64
Result 1	Trial   188	Arena 4	Novel	CH4_06.01.16_DVR2	F	121	High	106.073	0.206625	0	0	NA	1	17.64	1121.04	15	243.52	686.84	0	0	NA	0	0	NA	14	938.88	252.24	0	13	187.88	686.84	1	513.4	686.64
Result 1	Trial   189	Arena 1	Novel	CH1_07.01.16_DVR2	F	85	High	186.084	0.15507	1	0.04	41.8	3	18.28	40.88	16	594.96	0	0	0	NA	2	7.32	41.56	13	586.76	586.76	67.56	15	500.08	67.16	1	1200.04	0
Result 1	Trial   189	Arena 2	Novel	CH1_07.01.16_DVR2	F	91	Low	7.63E-13	6.36088ENA16	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1200.04	1200.04	0	0	0	NA	1	1200.04	0
Result 1	Trial   189	Arena 3	Novel	CH1_07.01.16_DVR2	F	139	Low	316.75	0.31856	2	125.92	350.56	9	91.6	206.92	18	139	205.68	0	0	NA	7	46.72	209.04	10	837.08	631.4	0	16	35.24	205.68	1	994.36	205.68
Result 1	Trial   189	Arena 4	Novel	CH1_07.01.16_DVR2	M	133	High	369.324	0.421757	4	77.76	485.8	8	117	468.12	15	538	324.32	0	0	NA	8	29.6	469.72	10	467.28	142.96	0	19	442.12	324.32	1	875.72	324.32
Result 1	Trial   190	Arena 1	Novel	CH2_07.01.16_DVR2	M	42	High	265.987	0.423385	3	95.88	997.96	7	69.48	822.32	12	365.68	571.76	0	0	NA	2	18.52	824.92	9	667.16	95.4	0	11	292	571.76	1	628.28	571.76
Result 1	Trial   190	Arena 2	Novel	CH2_07.01.16_DVR2	F	98	High	22.8787	0.0190656	0	0	NA	0	0	NA	4	334.68	864.32	0	0	NA	0	0	NA	4	865.36	865.36	0	4	334.68	864.32	1	1200.04	0
Result 1	Trial   190	Arena 3	Novel	CH2_07.01.16_DVR2	F	79	High	444.18	0.551913	8	77.12	549.92	14	194.84	524.56	21	490.32	395.2	1	3.64	715.2	10	174.36	532.44	15	437.76	42.56	0	39	246.04	395.2	1	804.84	395.2
Result 1	Trial   190	Arena 4	Novel	CH2_07.01.16_DVR2	F	130	Low	306.905	0.440575	2	61.16	778.64	10	146.16	579.76	22	337.6	503.4	0	0	NA	7	54.92	580.76	13	655.12	151.72	0	17	266.24	503.4	1	696.64	503.4
Result 1	Trial   191	Arena 1	Novel	CH3_07.01.16_DVR2	M	70	High	325.357	0.515491	3	80.08	735.48	7	28.44	725.56	29	473.52	568.92	2	26.04	751.76	6	53.28	726.32	25	615.36	46.52	0	34	304.44	568.92	1	631.2	568.84
Result 1	Trial   191	Arena 2	Novel	CH3_07.01.16_DVR2	F	72	Low	29.7318	0.0518445	0	0	NA	0	0	NA	8	317.8	626.6	0	0	NA	0	0	NA	8	882.24	255.72	0	8	317.8	626.6	1	573.52	626.52
Result 1	Trial   191	Arena 3	Novel	CH3_07.01.16_DVR2	F	122	High	283.316	0.397781	1	50.96	722.92	5	54.24	487.76	30	443.28	502.92	0	0	NA	6	33.72	489.16	26	650.44	162.68	0	31	344.44	503.56	1	712.28	487.76
Result 1	Trial   191	Arena 4	Novel	CH3_07.01.16_DVR2	M	104	High	29.4065	0.0390919	0	0	NA	0	0	NA	15	198.8	447.76	0	0	NA	0	0	NA	14	1001.24	553.48	0	15	198.8	447.76	1	752.28	447.76
Result 1	Trial   192	Arena 1	Novel	CH4_07.01.16_DVR2	F	86	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   192	Arena 2	Novel	CH4_07.01.16_DVR2	F	82	Low	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   192	Arena 3	Novel	CH4_07.01.16_DVR2	F	73	Low	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   192	Arena 4	Novel	CH4_07.01.16_DVR2	F	121	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   193	Arena 1	Novel	CH1_08.01.16_DVR2	F	85	High	118.59	0.184593	0	0	NA	1	1.56	972.36	18	314.24	557.56	0	0	NA	0	0	NA	16	884.24	326.68	0	17	249.84	557.56	1	642.48	557.56
Result 1	Trial   193	Arena 2	Novel	CH1_08.01.16_DVR2	F	91	Low	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   193	Arena 3	Novel	CH1_08.01.16_DVR2	F	139	Low	374.482	0.470265	4	172.48	762.84	8	96.4	742.16	21	476.88	403.68	6	14.04	768.68	21	135.32	744	17	452.6	48.92	0	24	401.4	403.68	1	796.36	403.68
Result 1	Trial   193	Arena 4	Novel	CH1_08.01.16_DVR2	M	133	High	546.872	0.455727	6	193.92	669.24	11	81.8	665.76	15	707.28	0	0	0	NA	7	87.68	666.2	9	217.04	217.04	104.84	17	382.76	102.12	1	1200.04	0
Result 1	Trial   194	Arena 1	Novel	CH2_08.01.16_DVR2	M	42	High	279.293	0.57863	4	196.64	816.2	7	49.88	812.84	22	229.28	717.32	1	10.52	892.84	4	83.76	850.4	18	723.12	5.8	0	20	122.12	717.32	1	482.72	717.32
Result 1	Trial   194	Arena 2	Novel	CH2_08.01.16_DVR2	F	98	High	340.858	0.384091	2	44.04	679.16	6	35.04	668.48	43	720.96	312.56	0	0	NA	2	8.76	676.4	41	400	87.44	0	45	603.88	312.56	1	887.48	312.56
Result 1	Trial   194	Arena 3	Novel	CH2_08.01.16_DVR2	F	79	High	323.772	0.564692	3	184.04	762.76	6	92.68	743.32	29	266.76	628.4	4	15	767	10	127.72	758.92	26	656.56	29.92	0	30	205.84	628.4	1	573.4	626.64
Result 1	Trial   194	Arena 4	Novel	CH2_08.01.16_DVR2	F	130	Low	361.486	0.478815	4	182.52	746.36	9	84.72	737.28	15	440.32	445.04	8	34.84	747.72	12	134.08	743.6	11	492.48	47.44	0	17	348.4	445.04	1	755	445.04
Result 1	Trial   195	Arena 1	Novel	CH3_08.01.16_DVR2	M	70	High	1132.65	1.24226	11	235.68	470.08	25	110.52	399.36	49	507.28	288.24	0	0	NA	12	69.6	401.28	35	337.92	49.68	0	46	299.76	288.24	1	911.8	288.24
Result 1	Trial   195	Arena 2	Novel	CH3_08.01.16_DVR2	F	72	Low	134.826	0.320587	3	71.88	932.56	4	27.48	930.72	8	128.4	779.44	3	14.8	933.24	6	27.28	932.24	7	972.28	192.84	0	8	83.12	779.44	1	420.6	779.44
Result 1	Trial   195	Arena 3	Novel	CH3_08.01.16_DVR2	F	122	High	278.23	0.374994	2	25.8	1110.6	5	57.08	749.84	17	402.52	458.04	0	0	NA	4	35	750.28	13	713.96	255.92	0	20	329.92	458.04	1	742	458.04
Result 1	Trial   195	Arena 4	Novel	CH3_08.01.16_DVR2	M	104	High	38.7098	0.0711264	0	0	NA	0	0	NA	6	535.92	655.76	0	0	NA	0	0	NA	5	664.12	8.36	0	6	535.92	655.76	1	544.28	655.76
Result 1	Trial   196	Arena 1	Novel	CH4_08.01.16_DVR2	F	86	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   196	Arena 2	Novel	CH4_08.01.16_DVR2	F	82	Low	285.003	0.411449	2	232.08	802.52	5	78.08	791.96	10	381.76	507.32	1	0.56	1091.52	7	145.4	809	7	508.12	0.8	0	8	296.2	507.32	1	692.72	507.32
Result 1	Trial   196	Arena 3	Novel	CH4_08.01.16_DVR2	F	73	Low	495.403	0.617956	9	222.32	549.72	16	75.48	542.6	18	388.64	398.32	1	0.16	684.88	9	88.2	544.84	11	513.6	115.28	0	21	297.84	398.32	1	801.72	398.32
Result 1	Trial   196	Arena 4	Novel	CH4_08.01.16_DVR2	F	121	High	235.235	0.394108	2	81.2	704.48	5	53.76	695.6	22	168.92	612.04	1	5.84	707.44	5	48.04	696.36	20	896.16	293.04	0	21	142.28	612.04	1	596.92	603.12
Result 1	Trial   197	Arena 1	Novel	CH1_09.01.16_DVR2	F	85	High	83.4783	0.141144	0	0	NA	1	6.12	1193.92	4	439.4	608.56	0	0	NA	0	0	NA	3	754.52	145.96	0	4	409.92	608.56	1	591.48	608.56
Result 1	Trial   197	Arena 2	Novel	CH1_09.01.16_DVR2	F	91	Low	61.9321	0.105535	0	0	NA	0	0	NA	7	429.52	613.16	0	0	NA	0	0	NA	7	770.52	157.36	0	7	429.52	613.16	1	586.88	613.16
