,Trial,Arena,Assay,ChDate,Sex,LizID,Trt,TotalDist,Velocity,Hide_Freq,Hide_Duration,Hide_DurationOrig,Hide_LatFirst,Entry_Freq,Entry_Duration,Entry_LatFirst,NovItem_Freq,NovItem_Duration,NovItem_LatFirst,NovZone_Freq,NovZone_Duration,NovZone_LatFirst,Social_Freq,Social_Duration,Social_LatFirst,Neutral_Freq,Neutral_Duration,Neutral_LatFirst,Asocial_Freq,Asocial_Duration,Asocial_LatFirst,Arena_Freq,Arena_Duration,Arena_LatFirst
Result 1,Trial    24,Arena 4,Exploration,CH4_21.12.15_DVR3,M,0135,High,570.834,0.475695,10,735.68,735.68,141.88,24,34.72,139.68,4,12.12,385.24,12,61.48,124.88,8,223.76,0,14,101.92,129.64,16,138.68,133.84,1,1200.04,0
Result 1,Trial    25,Arena 1,Exploration,CH1_22.12.15_DVR3,M,0142,High,63.2252,0.0526876,2,948.96,948.96,228.04,3,3.32,226.28,0,0,-,1,1.88,218.64,1,220.56,0,1,2.72,220.56,2,27.8,223.28,1,1200.04,0
Result 1,Trial    25,Arena 2,Exploration,CH1_22.12.15_DVR3,M,0021,High,306.113,0.255094,10,856.44,856.44,111.72,12,45.12,110.96,1,4.88,940.28,3,16.84,938.36,5,208.84,0,6,34.88,99.12,11,99.88,105.92,1,1200.04,0
Result 1,Trial    25,Arena 3,Exploration,CH1_22.12.15_DVR3,F,0114,Low,640.774,0.533978,11,666.88,666.88,43.92,21,105.12,43.44,1,0.08,639.88,5,6,638.48,8,250.88,0,14,96.36,42.52,18,185.92,43.24,1,1200.04,0
Result 1,Trial    25,Arena 4,Exploration,CH1_22.12.15_DVR3,F,0053,High,512.014,0.426678,11,332.28,332.28,713.48,28,89.44,429.6,1,1.24,1182.56,4,8.08,411.32,4,513.2,0,12,37.12,414.36,19,317.44,418.52,1,1200.04,0
Result 1,Trial    26,Arena 1,Exploration,CH2_22.12.15_DVR3,F,0063,High,60.6278,0.0505232,3,789.24,789.24,409.96,3,3.16,407.64,1,1.12,403.2,2,3.36,400.48,1,404.24,0,1,2,404.24,3,4.56,406.24,1,1200.04,0
Result 1,Trial    26,Arena 2,Exploration,CH2_22.12.15_DVR3,M,0011,High,80.4024,0.067002,17,52.92,52.92,1138.36,18,1120.76,26.32,0,0,-,1,0.32,0,1,0.36,0,1,21.6,0.36,17,1125.16,21.96,1,1200.04,0
Result 1,Trial    26,Arena 3,Exploration,CH2_22.12.15_DVR3,F,0127,Low,40.5964,0.0338304,2,933.6,933.6,266.32,2,0.4,266.04,1,0.32,264.12,2,1.36,263.2,1,264.48,0,1,0.72,264.48,2,1.24,265.2,1,1200.04,0
Result 1,Trial    26,Arena 4,Exploration,CH2_22.12.15_DVR3,F,0046,High,454.186,0.378488,30,750,750,124.8,37,57.4,124.16,4,3.56,117.44,14,129.8,0,5,229.44,0,8,57.28,118.28,34,163.32,123.04,1,1200.04,0
Result 1,Trial    27,Arena 1,Exploration,CH3_22.12.15_DVR3,F,0097,Low,756.897,0.630748,32,725.44,725.44,63.44,58,66.48,63.24,1,1.4,890.84,4,8.36,805,7,121.6,0,15,63.32,43.56,41,289.68,44.76,1,1200.04,0
Result 1,Trial    27,Arena 2,Exploration,CH3_22.12.15_DVR3,M,0146,High,72.5982,0.065359,11,959.96,870.84,232.28,12,6.72,229.44,1,2.72,206.44,2,4.8,204.36,1,209.52,0,1,18.64,209.52,12,11.92,228.16,1,1110.92,0
Result 1,Trial    27,Arena 3,Exploration,CH3_22.12.15_DVR3,F,0028,High,851.642,0.709702,34,465.08,465.08,59.92,61,186.92,58.76,5,3.68,292.68,21,60.8,40.08,8,179.88,0,16,89.92,54.76,42,465.16,57.72,1,1200.04,0
Result 1,Trial    27,Arena 4,Exploration,CH3_22.12.15_DVR3,F,0068,Low,1045.72,0.880559,36,540.88,528.56,36.08,67,214.76,35.84,5,6.32,243.16,24,62.56,235,10,136.12,233.36,22,168.92,0,48,354.12,35.12,1,1187.72,0
Result 1,Trial    28,Arena 1,Exploration,CH4_22.12.15_DVR3,F,0060,High,475.103,0.395919,23,418.56,418.56,363.64,32,44.2,363.44,3,8.48,487,10,10.6,360.92,5,463.4,0,11,36.24,362.04,30,281.84,363.2,1,1200.04,0
Result 1,Trial    28,Arena 2,Exploration,CH4_22.12.15_DVR3,F,0048,Low,913.726,0.761439,20,340.56,340.56,0,40,196.68,87.36,3,3.56,577.12,17,184.4,53.52,11,453.36,2.2,19,91.92,74.36,28,314.2,86.12,1,1200.04,0
Result 1,Trial    28,Arena 3,Exploration,CH4_22.12.15_DVR3,M,0002,High,20.0995,0.0167496,1,1167.64,1167.64,32.4,1,0.12,32.28,0,0,-,1,31.64,0,1,31.48,0,1,0.64,31.48,1,0.28,32.12,1,1200.04,0
Result 1,Trial    28,Arena 4,Exploration,CH4_22.12.15_DVR3,M,0135,High,156.221,0.130184,3,1029.32,1029.32,127.36,4,7,123.96,1,1,1071.2,2,8.6,1066,2,132.76,0,3,21.16,116.56,4,16.8,120.28,1,1200.04,0
Result 1,Trial    29,Arena 1,Exploration,CH1_23.12.15_DVR3,M,0142,High,199.283,0.166069,2,248.44,248.44,932.88,2,20.32,931.28,1,1.64,900.08,2,13.12,890.32,1,905.48,0,1,9.4,905.48,2,36.72,914.88,1,1200.04,0
Result 1,Trial    29,Arena 2,Exploration,CH1_23.12.15_DVR3,M,0021,High,287.552,0.239627,18,887.4,887.4,94,21,94.2,93.44,2,1.88,478.68,5,9.08,477.28,3,155.8,0,5,24.96,84.88,20,131.88,86.68,1,1200.04,0
Result 1,Trial    29,Arena 3,Exploration,CH1_23.12.15_DVR3,F,0114,Low,615.746,0.513122,16,455.48,455.48,40.76,25,183.92,34.44,5,0.68,711.04,8,7.76,621.96,7,323.96,0,14,51.16,33.04,24,369.44,33.52,1,1200.04,0
Result 1,Trial    29,Arena 4,Exploration,CH1_23.12.15_DVR3,F,0053,High,465.176,0.387647,13,259.16,259.16,369.96,17,140.2,369.08,0,0,-,5,18.48,351.08,6,615.76,0,12,121.8,365.6,20,203.32,368.12,1,1200.04,0
Result 1,Trial    30,Arena 1,Exploration,CH2_23.12.15_DVR3,F,0063,High,66.5507,0.0554589,4,866.04,866.04,333.12,4,1.4,332.6,1,7.2,321.36,2,4.32,318.12,1,327.84,0,1,3.16,327.84,4,3,331,1,1200.04,0
Result 1,Trial    30,Arena 2,Exploration,CH2_23.12.15_DVR3,M,0011,High,141.106,0.117588,20,1070.84,1070.84,66.96,25,74.28,43.8,0,0,-,0,0,-,1,34.08,0,1,0.92,34.08,20,94.2,35,1,1200.04,0
Result 1,Trial    30,Arena 3,Exploration,CH2_23.12.15_DVR3,F,0127,Low,328.689,0.273908,13,818.44,818.44,217.44,20,54.76,212.72,1,3.56,450.28,2,2.32,448.52,2,205.8,0,4,13.56,196.04,15,162.24,196.8,1,1200.04,0
Result 1,Trial    30,Arena 4,Exploration,CH2_23.12.15_DVR3,F,0046,High,190.888,0.159073,9,860.44,860.44,278.84,12,13.92,278.52,4,3.76,1122.2,10,30.36,261.48,4,288.64,0,6,23.8,273.28,12,27.16,274.92,1,1200.04,0
Result 1,Trial    31,Arena 1,Exploration,CH3_23.12.15_DVR3,F,0097,Low,883.328,0.736106,63,502.24,502.24,158.76,79,153.28,158.6,1,2.04,947.68,10,13.44,677.24,8,216.28,0,17,50.56,155.12,72,430.96,157.2,1,1200.04,0
Result 1,Trial    31,Arena 2,Exploration,CH3_23.12.15_DVR3,M,0146,High,191.791,0.159826,5,532.12,532.12,500.76,7,36.32,498.36,1,8.12,828.16,5,25.12,744.6,3,565.48,0,5,35.56,487.64,7,66.88,495.72,1,1200.04,0
Result 1,Trial    31,Arena 3,Exploration,CH3_23.12.15_DVR3,F,0028,High,692.309,0.576924,29,356.88,356.88,218.96,49,390.64,15.04,5,3.12,302.96,21,78.84,302.44,9,172.24,302.84,18,90.4,300.76,38,580.52,0,1,1200.04,0
Result 1,Trial    31,Arena 4,Exploration,CH3_23.12.15_DVR3,F,0068,Low,416.798,0.347332,39,797.4,797.4,38.16,45,145.72,37.92,3,3.28,364,16,31.76,37,5,105.84,0,9,31.92,37,43,264.88,37.68,1,1200.04,0
Result 1,Trial    32,Arena 1,Exploration,CH4_23.12.15_DVR3,F,0060,High,370.808,0.311603,33,617.88,608,363.68,42,67.68,363.44,0,0,-,4,77.76,0,3,397.72,0,6,16.64,360.84,37,167.8,362.68,1,1190.16,0
Result 1,Trial    32,Arena 2,Exploration,CH4_23.12.15_DVR3,F,0048,Low,511.884,0.42657,12,593.72,593.72,34.28,24,130.56,33.04,4,7.68,23.6,12,179.36,0,7,230.76,0,12,94.08,24.92,18,281.48,31.88,1,1200.04,0
Result 1,Trial    32,Arena 3,Exploration,CH4_23.12.15_DVR3,M,0002,High,187.208,0.156007,21,816.88,816.88,248.32,25,78.08,247.96,5,9.72,161.52,11,259.76,0,5,277.68,0,6,21.76,246.12,22,83.72,247.68,1,1200.04,0
Result 1,Trial    32,Arena 4,Exploration,CH4_23.12.15_DVR3,M,0135,High,71.1684,0.059307,6,1135.8,1135.8,43.84,14,10.12,43.4,0,0,-,1,9.48,0,1,34.68,0,1,1.68,34.68,6,27.88,36.36,1,1200.04,0
Result 1,Trial    33,Arena 1,Exploration,CH1_24.12.15_DVR3,M,0142,High,222.191,0.186715,11,172.8,162.92,412.96,17,539.24,410.84,4,4.96,402.56,8,13.44,401,3,442.44,0,4,9.48,405.68,13,575.32,407.96,1,1190.16,0
Result 1,Trial    33,Arena 2,Exploration,CH1_24.12.15_DVR3,M,0021,High,572.079,0.476733,16,654.88,654.88,176.56,24,35.04,176.12,6,18.52,498.36,19,36.56,497.32,7,339.04,0,13,84.28,159.72,23,121.84,173.2,1,1200.04,0
Result 1,Trial    33,Arena 3,Exploration,CH1_24.12.15_DVR3,F,0114,Low,739.344,0.61612,4,193.56,193.56,608.84,12,440.56,33.08,2,1.64,825.72,10,16.84,429.8,10,181.32,0,18,186.12,32.6,13,639.04,32.92,1,1200.04,0
Result 1,Trial    33,Arena 4,Exploration,CH1_24.12.15_DVR3,F,0053,High,360.517,0.300431,12,623.96,623.96,321.88,23,50,321.28,3,4.84,317.04,10,34.44,316.04,4,415,0,8,46.32,317.96,16,114.76,321.04,1,1200.04,0
Result 1,Trial    34,Arena 1,Exploration,CH2_24.12.15_DVR3,F,0063,High,48.2085,0.0405113,2,317.16,307.28,246,3,637.44,245.44,0,0,-,0,0,-,1,240.6,0,1,2.4,240.6,3,639.88,243,1,1190.16,0
Result 1,Trial    34,Arena 2,Exploration,CH2_24.12.15_DVR3,M,0011,High,170.966,0.142472,6,756.24,756.24,15.12,18,373.08,14.88,0,0,-,1,0.12,0,2,24.8,0,3,7.36,0.6,7,411.64,1.56,1,1200.04,0
Result 1,Trial    34,Arena 3,Exploration,CH2_24.12.15_DVR3,F,0127,Low,31.3404,0.0263365,1,487.2,477.32,76.48,2,636.56,76.28,0,0,-,1,0.84,69.24,1,70.72,0,1,1,70.72,2,641.12,71.72,1,1190.16,0
Result 1,Trial    34,Arena 4,Exploration,CH2_24.12.15_DVR3,F,0046,High,283.615,0.236346,7,240.68,240.68,820.08,11,606.12,229.32,3,4.64,226.72,9,15.8,224.88,4,271.68,0,6,37.12,226.84,10,650.56,228.8,1,1200.04,0
Result 1,Trial    35,Arena 1,Exploration,CH3_24.12.15_DVR3,F,0097,Low,881.269,0.734391,59,576.2,576.2,47.88,68,200.28,47.8,5,2,87.84,17,21.88,87.2,9,145.76,0,19,63.08,34.12,70,415,35.52,1,1200.04,0
Result 1,Trial    35,Arena 2,Exploration,CH3_24.12.15_DVR3,M,0146,High,166.425,0.138688,6,251.16,251.16,587.28,8,230.04,586.68,0,0,-,3,26.24,572.12,2,613.68,0,3,22.52,574.88,7,312.68,583.64,1,1200.04,0
Result 1,Trial    35,Arena 3,Exploration,CH3_24.12.15_DVR3,F,0028,High,753.319,0.627766,22,575.28,575.28,27.72,38,137.84,21.68,3,6.92,302.96,13,40.72,298.92,9,116.76,283.28,22,103.4,281.36,35,404.6,0,1,1200.04,0
Result 1,Trial    35,Arena 4,Exploration,CH3_24.12.15_DVR3,F,0068,Low,806.668,0.672223,76,350.08,350.08,132.12,103,361.8,131.88,8,17.52,225.96,26,77.36,225.6,11,240.04,0,19,138.28,129.2,84,471.64,131.44,1,1200.04,0
Result 1,Trial    36,Arena 1,Exploration,CH4_24.12.15_DVR3,F,0060,High,114.514,0.0954286,1,120.28,120.28,1079.76,1,1.76,1078,0,0,-,6,5.48,971.64,1,1075.16,0,1,2.04,1075.16,1,2.56,1077.2,1,1200.04,0
Result 1,Trial    36,Arena 2,Exploration,CH4_24.12.15_DVR3,F,0048,Low,428.105,0.356754,16,686.2,686.2,0,19,103.52,114,3,6.12,808.12,15,75.48,67.36,8,179.68,4.36,13,73.92,92.76,21,260.24,110.6,1,1200.04,0
Result 1,Trial    36,Arena 3,Exploration,CH4_24.12.15_DVR3,M,0002,High,233.767,0.194806,21,981.36,981.36,73.36,25,33.04,72.64,2,18.68,858.2,4,15.16,853.36,2,159.04,0,3,19.28,58.6,22,40.36,69.84,1,1200.04,0
Result 1,Trial    36,Arena 4,Exploration,CH4_24.12.15_DVR3,M,0135,High,56.723,0.0472692,2,1129.32,1129.32,70.68,2,1.16,69.56,0,0,-,0,0,-,1,66.6,0,1,1.84,66.6,2,2.28,68.44,1,1200.04,0
Result 1,Trial    37,Arena 1,Exploration,CH1_25.12.15_DVR3,M,0142,High,150.643,0.125536,1,1022,1022,178.04,1,0.56,177.48,1,2.16,141.6,3,8.8,140.84,2,161.96,0,2,12.2,149.32,1,3.88,174.16,1,1200.04,0
Result 1,Trial    37,Arena 2,Exploration,CH1_25.12.15_DVR3,M,0021,High,349.901,0.291584,17,921.48,921.48,0,22,34.12,149.12,4,11.24,115.84,14,29.6,114,4,154.72,88.96,7,41.12,138.96,19,82.72,143.44,1,1200.04,0
Result 1,Trial    37,Arena 3,Exploration,CH1_25.12.15_DVR3,F,0114,Low,1046.31,0.871924,23,46.44,46.44,101.36,54,192.12,101.16,3,2.16,219.28,18,56.12,0.08,10,559.88,0,20,47.56,99.64,33,546.16,100.56,1,1200.04,0
Result 1,Trial    37,Arena 4,Exploration,CH1_25.12.15_DVR3,F,0053,High,814.275,0.678563,10,202.24,202.24,247.2,19,62.48,245.2,3,7.92,231.36,12,49.48,229.44,7,456.84,0,18,153.04,241.52,22,387.92,244.36,1,1200.04,0
Result 1,Trial    38,Arena 1,Exploration,CH2_25.12.15_DVR3,F,0063,High,40.2449,0.0335374,1,924.04,924.04,276,1,2.08,273.92,0,0,-,0,0,-,1,266.4,0,1,2.88,266.4,1,6.72,269.28,1,1200.04,0
Result 1,Trial    38,Arena 2,Exploration,CH2_25.12.15_DVR3,M,0011,High,577.376,0.481147,44,598.64,598.64,25.04,56,330.92,24.8,2,4.12,454.52,8,19.64,452.52,7,142.16,0,11,55.6,15,49,403.64,15.84,1,1200.04,0
Result 1,Trial    38,Arena 3,Exploration,CH2_25.12.15_DVR3,F,0127,Low,345.011,0.287509,10,835.96,835.96,205.8,17,26.28,205.16,1,1.76,912.68,7,11.48,825.16,5,268.56,0,9,34.4,202.04,14,61.12,204.08,1,1200.04,0
Result 1,Trial    38,Arena 4,Exploration,CH2_25.12.15_DVR3,F,0046,High,564.469,0.470391,24,392.96,392.96,137.28,44,232.32,136.88,7,23.64,405.76,14,28.72,132.76,5,240.96,0,12,130.96,133.28,32,435.16,135.92,1,1200.04,0
Result 1,Trial    39,Arena 1,Exploration,CH3_25.12.15_DVR3,F,0097,Low,779.994,0.649995,46,636.08,636.08,88.88,61,144.56,87.44,5,6,256.88,19,47.28,256.6,10,205.88,0,20,64.56,80.24,56,293.52,81.6,1,1200.04,0
Result 1,Trial    39,Arena 2,Exploration,CH3_25.12.15_DVR3,M,0146,High,334.403,0.278669,28,363,363,303.6,45,53.48,298.68,4,39.04,285.56,14,48.24,277.56,4,380.96,0,7,126.08,286.48,31,330,296.44,1,1200.04,0
Result 1,Trial    39,Arena 3,Exploration,CH3_25.12.15_DVR3,F,0028,High,616.718,0.513931,14,633,633,94.56,40,132.96,94.04,6,4.68,85.04,15,107.72,0,7,208.68,0,13,36.4,90.52,20,321.96,93.56,1,1200.04,0
Result 1,Trial    39,Arena 4,Exploration,CH3_25.12.15_DVR3,F,0068,Low,643.072,0.535894,36,442.28,442.28,243.32,47,184.72,242.48,5,7.72,236.64,22,279.28,0,7,382.88,0,14,134.36,237.76,43,240.52,242.12,1,1200.04,0
Result 1,Trial    40,Arena 1,Exploration,CH4_25.12.15_DVR3,F,0060,High,83.3598,0.0694665,7,405.76,405.76,110.84,7,658.24,111.96,0,0,-,0,0,-,0,0,-,0,0,-,7,794.28,0,1,1200.04,0
Result 1,Trial    40,Arena 2,Exploration,CH4_25.12.15_DVR3,F,0048,Low,915.84,0.7632,48,28.8,28.8,88.36,61,106.24,16.52,2,4.28,157.92,16,153.36,154.4,11,524.76,0,20,151.32,6.28,57,495.16,9.44,1,1200.04,0
Result 1,Trial    40,Arena 3,Exploration,CH4_25.12.15_DVR3,M,0002,High,269.25,0.224375,28,967.04,967.04,77.44,33,72.52,77,3,9.2,35.6,7,22.64,33.36,3,78.76,33.52,5,21.56,30.64,30,132.68,0,1,1200.04,0
Result 1,Trial    40,Arena 4,Exploration,CH4_25.12.15_DVR3,M,0135,High,102.178,0.0851487,4,1077.84,1077.84,100.72,4,22.56,99.64,1,0.12,84.24,2,5.36,82.84,1,87.92,0,1,3.16,87.92,4,31.12,91.08,1,1200.04,0
Result 1,Trial    41,Arena 1,Exploration,CH1_26.12.15_DVR3,M,0142,High,312.25,0.260208,14,885.52,885.52,188.2,22,14.36,186.52,2,2.84,368.76,7,11.44,368.12,4,219.6,0,7,31.48,172.96,17,63.44,175.12,1,1200.04,0
Result 1,Trial    41,Arena 2,Exploration,CH1_26.12.15_DVR3,M,0021,High,464.966,0.387472,29,725.4,725.4,186.36,37,25.36,185.4,5,9.08,178.52,12,39.4,170,6,294.56,0,12,62.04,181.28,35,118.04,184.56,1,1200.04,0
Result 1,Trial    41,Arena 3,Exploration,CH1_26.12.15_DVR3,F,0114,Low,1010.87,0.842391,14,55.84,55.84,239.64,28,368.68,50.44,1,1.44,466.48,7,13.8,407.36,9,443.8,36.52,20,139.92,34.96,26,560.48,0,1,1200.04,0
Result 1,Trial    41,Arena 4,Exploration,CH1_26.12.15_DVR3,F,0053,High,874.119,0.728432,11,113.48,113.48,326.32,19,104.44,325.16,1,7.88,484,13,37,305.44,9,573.2,0,20,94.48,312.96,23,418.88,322.48,1,1200.04,0
Result 1,Trial    42,Arena 1,Exploration,CH2_26.12.15_DVR3,F,0063,High,73.0665,0.0608887,3,825.88,825.88,374,3,0.76,373.4,0,0,-,0,0,-,1,369.6,0,1,3.36,369.6,3,1.2,372.96,1,1200.04,0
Result 1,Trial    42,Arena 2,Exploration,CH2_26.12.15_DVR3,M,0011,High,318.534,0.265445,23,789.12,789.12,78.08,79,166.28,77.48,1,0.84,1113.28,4,17.4,867.44,4,113.88,0,7,34.64,66.96,26,262.4,70.12,1,1200.04,0
Result 1,Trial    42,Arena 3,Exploration,CH2_26.12.15_DVR3,F,0127,Low,327.075,0.272563,25,785.12,785.12,193.68,28,114.28,193.24,1,2.96,945.72,5,9.96,190.12,4,271.88,0,7,20.96,191.44,28,122.08,192.76,1,1200.04,0
Result 1,Trial    42,Arena 4,Exploration,CH2_26.12.15_DVR3,F,0046,High,448.192,0.373493,43,415.48,415.48,427.12,53,114.12,425.8,1,3.72,772.48,5,15.36,414.16,4,474.8,0,8,56,417,48,253.76,422.44,1,1200.04,0
Result 1,Trial    43,Arena 1,Exploration,CH3_26.12.15_DVR3,F,0097,Low,535.781,0.446484,37,781.24,781.24,78.48,52,111.96,64.56,2,1.28,920.36,5,14.4,412.44,5,103.68,0,9,37.04,54.16,42,278.08,59.68,1,1200.04,0
Result 1,Trial    43,Arena 2,Exploration,CH3_26.12.15_DVR3,M,0146,High,35.1057,0.0293939,3,983.72,978.16,197.84,4,1.48,196.6,0,0,-,9,187.04,0,1,191.88,0,1,3.4,191.88,4,21.04,195.28,1,1194.48,0
Result 1,Trial    43,Arena 3,Exploration,CH3_26.12.15_DVR3,F,0028,High,704.111,0.586759,24,368.8,368.8,482.04,55,387.08,25.6,4,5.68,53.84,13,18.56,53.6,8,102,47.8,20,95.76,45.28,37,633.48,0,1,1200.04,0
Result 1,Trial    43,Arena 4,Exploration,CH3_26.12.15_DVR3,F,0068,Low,1311.9,1.09325,43,146.8,146.8,132.44,75,254.68,132.04,7,12.84,206.16,29,67.56,129.96,15,304.44,0,33,187.56,130.48,62,561.24,131.56,1,1200.04,0
Result 1,Trial    44,Arena 1,Exploration,CH4_26.12.15_DVR3,F,0060,High,191.722,0.159769,23,1051.32,1051.32,25.16,31,19.36,24.96,0,0,-,1,20.2,0,2,6.2,0,3,23.04,5.08,25,119.48,24.68,1,1200.04,0
Result 1,Trial    44,Arena 2,Exploration,CH4_26.12.15_DVR3,F,0048,Low,668.047,0.556706,6,438.88,438.88,51.12,12,76.96,48.72,4,8.6,498.56,17,212.64,496.44,9,438.56,498.48,14,124.4,493.48,12,198.2,0,1,1200.04,0
Result 1,Trial    44,Arena 3,Exploration,CH4_26.12.15_DVR3,M,0002,High,152.432,0.127027,8,941.36,941.36,184.2,10,33.8,184.04,1,4.36,1095.16,2,2.68,1094.2,2,191.88,0,3,15.84,182.2,10,50.96,183.2,1,1200.04,0
Result 1,Trial    44,Arena 4,Exploration,CH4_26.12.15_DVR3,M,0135,High,121.688,0.101406,3,4.2,4.2,1145.76,4,1118.88,32.28,2,25.52,0,3,11.96,21.16,2,47.44,0,3,14.36,23,5,1134.04,25.12,1,1200.04,0
Result 1,Trial    45,Arena 1,Exploration,CH1_27.12.15_DVR3,M,0142,High,451.312,0.376094,20,514.32,514.32,184.04,39,120.6,183.44,3,2.48,159.2,8,21.12,36.36,4,358,0,8,58.92,160.76,25,268.8,166.64,1,1200.04,0
Result 1,Trial    45,Arena 2,Exploration,CH1_27.12.15_DVR3,M,0021,High,421.503,0.351253,18,805.76,805.76,84.24,22,34,83.68,1,2.44,367.36,11,26.76,366.16,6,170.76,0,14,145.68,75.16,26,77.84,78.64,1,1200.04,0
Result 1,Trial    45,Arena 3,Exploration,CH1_27.12.15_DVR3,F,0114,Low,444.511,0.370426,32,760,760,72.56,37,85.12,72.32,2,1.68,464.96,6,3.84,71.4,5,182.8,0,13,24.24,71.6,40,233,72.16,1,1200.04,0
Result 1,Trial    45,Arena 4,Exploration,CH1_27.12.15_DVR3,F,0053,High,425.164,0.354303,4,375.52,375.52,497,7,32.92,496.16,2,3.92,489.08,7,32.52,458.88,3,501.08,0,9,88.2,491.76,11,235.24,495.12,1,1200.04,0
Result 1,Trial    46,Arena 1,Exploration,CH2_27.12.15_DVR3,F,0063,High,46.9987,0.0391656,1,1003.68,1003.68,196.36,1,2.08,194.28,0,0,-,0,0,-,1,189.16,0,1,2.68,189.16,1,4.52,191.84,1,1200.04,0
Result 1,Trial    46,Arena 2,Exploration,CH2_27.12.15_DVR3,M,0011,High,71.917,0.0599309,16,897.48,897.48,156.4,19,83.36,156.16,0,0,-,1,4.6,145.48,1,147.32,0,1,6.48,147.32,16,148.76,153.8,1,1200.04,0
Result 1,Trial    46,Arena 3,Exploration,CH2_27.12.15_DVR3,F,0127,Low,429.867,0.358223,10,812.16,812.16,93.32,24,88.96,93.08,3,5.72,877.04,9,19.24,834.32,5,132.52,0,12,65.2,92.4,17,190.16,92.88,1,1200.04,0
Result 1,Trial    46,Arena 4,Exploration,CH2_27.12.15_DVR3,F,0046,High,123.329,0.103638,7,667.48,657.6,178.52,11,144.64,176.32,0,0,-,0,0,-,1,164.76,0,1,2.04,164.76,8,365.76,166.8,1,1190.16,0
Result 1,Trial    47,Arena 1,Exploration,CH3_27.12.15_DVR3,F,0097,Low,82.6097,0.0688414,5,1099.76,1099.76,91.56,6,6.24,90.92,0,0,-,0,0,-,1,56.64,0,1,6.88,56.64,5,36.76,63.52,1,1200.04,0
Result 1,Trial    47,Arena 2,Exploration,CH3_27.12.15_DVR3,M,0146,High,143.945,0.119954,10,405.28,405.28,435.28,15,348.72,369.52,0,0,-,5,290.44,79.64,2,371.48,0,3,44.88,332.16,11,378.4,360.4,1,1200.04,0
Result 1,Trial    47,Arena 3,Exploration,CH3_27.12.15_DVR3,F,0028,High,733.468,0.611223,22,573.2,573.2,68.32,42,84.64,68.12,2,4.6,191.4,8,17.96,38.68,6,161.56,0,15,83.56,56.36,31,381.72,66.88,1,1200.04,0
Result 1,Trial    47,Arena 4,Exploration,CH3_27.12.15_DVR3,F,0068,Low,770.673,0.642227,15,274.32,274.32,235.88,38,190,235.48,7,193.2,0,19,90.84,180.88,12,429.24,0,20,120.84,216.6,23,375.64,220.68,1,1200.04,0
Result 1,Trial    48,Arena 1,Exploration,CH4_27.12.15_DVR3,F,0060,High,549.086,0.457572,22,561.68,561.68,215.24,31,171.88,206.72,4,10.4,660,8,24.8,641.68,5,235.12,20.08,10,39.2,11.2,27,364.04,0,1,1200.04,0
Result 1,Trial    48,Arena 2,Exploration,CH4_27.12.15_DVR3,F,0048,Low,771.094,0.642578,21,307.04,307.04,117.36,36,356.08,116.44,5,20.68,488.68,12,59.32,110.16,7,287.28,9.36,15,93.76,0,29,511.96,115.48,1,1200.04,0
Result 1,Trial    48,Arena 3,Exploration,CH4_27.12.15_DVR3,M,0002,High,62.3936,0.0519947,1,1077.76,1077.76,122.28,1,3.12,119.16,0,0,-,0,0,-,1,110.44,0,1,2.48,110.44,1,9.36,112.92,1,1200.04,0
Result 1,Trial    48,Arena 4,Exploration,CH4_27.12.15_DVR3,M,0135,High,66.4576,0.0553813,2,904.88,904.88,295.12,2,6.52,288.64,0,0,-,0,0,-,1,278.68,0,1,5.64,278.68,2,10.84,284.32,1,1200.04,0
Result 1,Trial    49,Arena 1,Exploration,CH1_28.12.15_DVR3,M,0142,High,285.949,0.238291,8,914.2,914.2,117.88,13,49.56,117.64,2,4.2,107.36,5,14.88,106.72,4,134.32,0,7,30.6,107.76,11,120.92,116.84,1,1200.04,0
Result 1,Trial    49,Arena 2,Exploration,CH1_28.12.15_DVR3,M,0021,High,361.998,0.301665,24,571,571,326.72,30,141.2,325.76,2,6.28,536.88,11,34.84,293.96,5,381.44,0,9,33.44,295.88,29,214.16,298.48,1,1200.04,0
Result 1,Trial    49,Arena 3,Exploration,CH1_28.12.15_DVR3,F,0114,Low,973.101,0.810918,10,287.84,287.84,12.64,57,226.64,12.12,0,0,-,4,14.44,715.44,11,342.88,326.8,22,79.84,312.48,22,489.48,0,1,1200.04,0
Result 1,Trial    49,Arena 4,Exploration,CH1_28.12.15_DVR3,F,0053,High,329.815,0.274846,20,579,579,283.36,24,76.44,281.88,1,4.4,1006.24,5,9.2,600.92,4,421.16,0,7,45.48,268.52,23,154.4,277.52,1,1200.04,0
Result 1,Trial    50,Arena 1,Exploration,CH2_28.12.15_DVR3,F,0063,High,19.5033,0.0162527,1,1145.68,1145.68,54.36,1,2.4,51.96,0,0,-,0,0,-,0,0,-,1,46.04,0,1,8.32,46.04,1,1200.04,0
Result 1,Trial    50,Arena 2,Exploration,CH2_28.12.15_DVR3,M,0011,High,19.4004,0.016167,0,0,0,-,1,1163.64,36.4,0,0,-,0,0,-,0,0,-,0,0,-,1,1200.04,0,1,1200.04,0
Result 1,Trial    50,Arena 3,Exploration,CH2_28.12.15_DVR3,F,0127,Low,544.609,0.453841,110,727.8,727.8,48.28,119,261.96,47.48,1,0.2,1034.68,5,24.88,719.68,7,82.2,0,14,42.2,44.92,115,347.84,47.16,1,1200.04,0
