"Result","Trial","Arena","Assay","ChDate","Sex","LizID","LizID_etho","Trt","TotalDist","Velocity","NovItem_Freq","NovItem_Duration","NovItem_LatFirst","NovZone_Freq","NovZone_Duration","NovZone_LatFirst","Hide_Freq","Hide_Duration","Hide_DurationOrig","Hide_LatFirst","Entry_Freq","Entry_Duration","Entry_LatFirst","Social_Freq","Social_Duration","Social_LatFirst","Neutral_Freq","Neutral_Duration","Neutral_LatFirst","Asocial_Freq","Asocial_Duration","Asocial_LatFirst","Arena_Freq","Arena_Duration","Arena_LatFirst","LizID_nums","LizID_num","liz_capture_date","liz_collect_site","date_of_measurements","hlen","hwid","EndMass","mass","svl","tail_length","liz_status","liz_death_date","liz_notes"
"Result 1","Trial   278","Arena 3","Social","CH2_10.01.16_DVR1","F","ld0050",555,"Low",753.072,"0.703595",2,3.76,494.88,6,16.88,492.32,62,478.48,348.92,0,75,223.64,128.64,7,293,218.68,12,64.84,212.84,67,363.72,128.64,1,1070.48,128.52,555,NA,"1/09/2015","SP","1/09/2015",6.97,5.04,0.995,0.9,38,43,"DEAD","23/09/2016","regrown tail "
"Result 1","Trial   278","Arena 3","Social","CH2_29.12.15_DVR2","F","ld0081",81,"High",0,"0",0,0,NA,0,0,NA,0,1200.04,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,NA,81,NA,"5/09/2015","SP","5/09/2015",7.31,4.9,1.104,1,40,63,"ALIVE","","few bite marks on ventral. Updated tc from tc0155 on 6/12/16 "
"Result 1","Trial   278","Arena 3","Social","CH2_29.12.15_DVR3","F","ld0127",127,"Low",167.476,"0.233904",1,14.72,701.56,2,127.88,699.48,17,575.68,91.68,0,19,54.32,484,1,522.52,677.52,2,16.68,643.8,19,85.16,484,1,716.04,484,NA,127,"7/09/2015","MP","7/09/2015",7.47,5.28,1.208,1,41,41,"ALIVE","","regrown tail, Updated tc from tcA304 on 6/12/16"
"Result 1","Trial   278","Arena 4","Social","CH2_10.01.16_DVR1","F","ld0012",12,"High",81.4628,"0.388288",0,0,NA,0,0,NA,13,1064,73.92,0,16,9.8,980.2,1,99.72,1090.44,2,14.92,983.8,15,21.4,980.2,1,209.96,980.2,12,NA,"30/08/2015","UNSWKen","30/08/2015",7.68,5.56,1.57,1.5,45,44,"ALIVE","","regrown tail"
"Result 1","Trial   278","Arena 4","Social","CH2_29.12.15_DVR2","F","ld0080",80,"High",703.176,"0.58598",3,133.44,54.4,10,229.36,52.08,47,5.32,5.32,317.96,55,215.4,312,7,463.44,7.6,14,240.76,0,54,490.52,274.32,1,1200.04,0,80,NA,"5/09/2015","SP","5/09/2015",7.18,5.11,1.272,1.1,41,50,"ALIVE","","few bite marks on ventral. Regrown tail, Isolated for mite treatment 27.12.16, not very infested at all, but was in enclosure with infested indiv."
"Result 1","Trial   278","Arena 4","Social","CH2_29.12.15_DVR3","F","ld0046",46,"High",642.796,"0.675235",3,15.8,339.92,19,60.12,338.12,23,310.96,62.92,0,29,121.44,249.24,5,508.48,340.36,9,62,332.16,27,318.6,249.24,1,952,248.04,NA,46,"2/09/2015","SP","2/09/2015",7.44,5.33,1.479,1.1,43,69,"ALIVE","",""
"Result 1","Trial   279","Arena 1","Social","CH3_10.01.16_DVR1","F","ld0087",87,"High",616.528,"0.513773",0,0,NA,0,0,NA,50,144.24,144.24,22.56,57,728.64,0,5,187.6,447.48,12,46.16,443.72,58,822.04,0,1,1200.04,0,87,NA,"5/09/2015","SP","5/09/2015",7.17,4.99,1.276,1.1,38,51,"ALIVE","",""
"Result 1","Trial   279","Arena 1","Social","CH3_29.12.15_DVR2","F","ld0084",84,"Low",0,"0",0,0,NA,0,0,NA,0,1200.04,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,NA,84,NA,"5/09/2015","SP","5/09/2015",7.09,5.05,1.191,1.3,40,54,"ALIVE","",""
"Result 1","Trial   279","Arena 1","Social","CH3_29.12.15_DVR3","F","ld0097",97,"Low",585.028,"1.00888",3,25.44,665.48,8,61.76,660.8,25,737.64,117.52,0,35,45.76,620.24,8,202.2,665.08,16,65.04,659.12,33,195.16,620.24,1,579.92,620.12,NA,97,"5/09/2015","SP","5/09/2015",7.61,5.28,1.322,1.3,43,52,"DEAD","4/08/2017","bite marks (i.e. from copulation) on ventral. Regrown tail"
"Result 1","Trial   279","Arena 2","Social","CH3_10.01.16_DVR1","F","ld0037",37,"Low",802.409,"0.757304",2,7.56,917.04,12,26.84,284.24,72,437.48,297.04,0,69,155.64,140.48,8,125.4,285.24,16,344.52,281.88,78,292.64,140.48,1,1059.6,140.44,37,NA,"30/08/2015","UNSWKen","30/08/2015",7.73,5.29,1.603,1.8,46,64,"DEAD","3/06/2016","missing digits, thus toeclip based on missing digit"
"Result 1","Trial   279","Arena 2","Social","CH3_29.12.15_DVR2","F","ld0057",57,"Low",671.507,"0.765233",2,19.16,512.72,22,56.32,506.08,41,505.76,183.28,0,55,191.68,395.08,8,341.4,506.4,15,63.96,504.92,47,288.92,395.08,1,877.56,322.48,57,NA,"1/09/2015","SP","1/09/2015",7.29,5.11,1.214,1.1,41,51,"ALIVE","","bite marks (i.e. from copulation) on ventral. Regrown tail"
"Result 1","Trial   279","Arena 3","Social","CH3_29.12.15_DVR3","F","ld0028",28,"High",689.271,"0.68196",6,48.52,350.4,20,120.04,214.96,12,416.12,226.84,189.28,25,101.36,189.48,8,510.24,220.44,16,74.56,212.68,20,199.12,189.48,1,1010.76,189.28,NA,28,"30/08/2015","UNSWKen","30/08/2015",7.71,5.64,1.401,1.5,43,63,"DEAD","14/12/2016","missing digits, thus toeclip based on missing digit"
"Result 1","Trial   279","Arena 4","Social","CH3_10.01.16_DVR1","F","ld0120",120,"High",520.212,"0.460332",1,0.68,377.08,4,8.56,373.28,73,700.04,630.12,0,71,129.24,70.08,6,167.6,311.08,11,68.32,154.64,78,264.08,70.08,1,1130.12,69.92,120,NA,"5/09/2015","SP","5/09/2015",6.92,5.26,1.266,1.2,41,55,"ALIVE","","regrown tail at the tip"
"Result 1","Trial   279","Arena 4","Social","CH3_29.12.15_DVR2","F","ld0066",66,"High",0,"0",0,0,NA,0,0,NA,0,1200.04,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,NA,66,NA,"1/09/2015","SP","1/09/2015",7,5.05,1.203,1.1,39,60,"ALIVE","",""
"Result 1","Trial   279","Arena 4","Social","CH3_29.12.15_DVR3","F","ld0068",68,"Low",855.333,"0.812498",10,89.8,231.48,24,174.84,185.32,23,195.16,48,0,35,115.68,150.88,12,665.24,187.36,21,87.04,182.44,32,252.6,150.88,1,1052.88,147.12,NA,68,"1/09/2015","SP","1/09/2015",7.82,5.13,1.379,1.3,45,54,"ALIVE","","few bite marks on ventral. Regrown tail. Updated tc from tc0141 on 6/12/16"
"Result 1","Trial   280","Arena 1","Social","CH4_10.01.16_DVR1","F","ld0102",102,"High",616.771,"0.859923",3,19.96,576.68,7,99.96,572.92,21,549.4,66.76,0,30,51.52,474.64,7,495.56,491.48,12,57.56,487.04,27,97.52,474.64,1,717.4,474.64,102,NA,"5/09/2015","SP","5/09/2015",7.35,5.02,1.338,1.2,42,61,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   280","Arena 1","Social","CH4_29.12.15_DVR3","F","ld0060",60,"High",71.9845,"0.181963",0,0,NA,0,0,NA,9,1064.8,260.4,0,22,39.96,666.48,1,1.52,1051.88,2,5.84,1048.96,9,127.88,666.48,1,395.64,665.92,NA,60,"1/09/2015","SP","1/09/2015",7.45,5.21,1.319,1.2,41,52,"ALIVE","","bite marks (i.e. from copulation) on ventral"
"Result 1","Trial   280","Arena 2","Social","CH4_29.12.15_DVR2","F","ld0090",90,"High",31.965,"0.048007",0,0,NA,0,0,NA,1,538.48,4.32,0,2,620.28,534.16,0,0,NA,0,0,NA,2,661.56,534.16,1,665.88,534.16,90,NA,"5/09/2015","SP","5/09/2015",7.41,5.26,1.174,1.3,42,52,"ALIVE","","bite marks (i.e. from copulation) on ventral. Tip of tail regrown, updated tc from tc0210 on 6/12/16"
"Result 1","Trial   280","Arena 2","Social","CH4_29.12.15_DVR3","F","ld0048",48,"Low",679.548,"0.801506",5,64.64,230,22,106,226.44,7,361.72,9.56,0,24,144.68,213.72,10,316.28,229,17,201.6,222.6,14,320.44,213.72,1,847.88,213.68,NA,48,"2/09/2015","SP","2/09/2015",6.92,4.74,1.05,0.8,37,38,"DEAD","30/12/2016","bite marks (i.e. from copulation) on ventral. Tail tip broken. Isolated on 27.12.16 for mite treatment heavily infested"
"Result 1","Trial   280","Arena 3","Social","CH4_29.12.15_DVR2","F","ld0141",141,"High",286.631,"0.309791",0,0,NA,0,0,NA,21,436,161.24,0,28,678.72,274.76,2,32.6,767.36,4,11.2,764.76,24,720.24,274.76,1,925.28,274.76,141,NA,"7/09/2015","MP","7/09/2015",6.92,4.97,0.933,0.9,38,48,"ALIVE","","3 bite marks, Updated tc from tc0330 on 6/12/16"
"Result 1","Trial   280","Arena 4","Social","CH4_10.01.16_DVR1","F","ld0010",10,"Low",102.644,"0.222731",0,0,NA,0,0,NA,19,1133.04,393.88,0,21,5.96,739.44,1,25.28,942.08,2,8.6,938.4,19,33.12,739.44,1,460.88,739.16,10,NA,"30/08/2015","UNSWKen","30/08/2015",7.49,5.95,1.372,1.5,45,73,"ALIVE","","missing digits, thus toeclip based on missing digit, Updated tc from tc4050 on 6/12/16"
"Result 1","Trial   280","Arena 4","Social","CH4_29.12.15_DVR2","F","ld0054",54,"Low",501.784,"0.501082",4,10.6,431.32,9,29.6,412.32,20,220.12,21.52,0,35,732.64,198.6,4,131.88,414.08,10,25.92,410.6,25,822.12,198.6,1,1001.44,198.6,54,NA,"1/09/2015","SP","1/09/2015",7.26,5.13,1.136,1,39,56,"ALIVE","","few bite marks on ventral. Updated tc from tc0114 on 6/12/16 "
"Result 1","Trial   281","Arena 1","Social","CH1_02.01.16_DVR2","F","ld0103",103,"Low",0,"0",0,0,NA,0,0,NA,0,1200.04,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,NA,103,NA,"5/09/2015","SP","5/09/2015",6.96,4.65,0.973,0.9,38,61,"ALIVE","",""
"Result 1","Trial   281","Arena 1","Social","CH1_02.01.16_DVR3","F","ld0086",86,"High",0,"0",0,0,NA,0,0,NA,1,1200.04,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0,NA,86,"5/09/2015","SP","5/09/2015",7.23,4.9,1.142,1.1,41,58,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   281","Arena 2","Social","CH1_11.01.16_DVR1","F","ld0109",109,"Low",78.9209,"0.0663201",0,0,NA,1,10.44,985.04,0,9.88,0,NA,1,914.68,0,1,203.36,986.8,1,3.72,983.08,1,983.08,0,1,1190.16,0,109,NA,"5/09/2015","SP","5/09/2015",7.13,4.85,1.127,1.1,39,54,"ALIVE","","bite marks (i.e. from copulation) on ventral"
"Result 1","Trial   281","Arena 2","Social","CH1_02.01.16_DVR2","F","ld0148",148,"Low",0,"0",0,0,NA,0,0,NA,0,1200.04,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,NA,148,NA,"8/09/2015","UNSWKen","8/09/2015",6.99,4.93,1.008,0.9,37,57,"ALIVE","",""
"Result 1","Trial   281","Arena 2","Social","CH1_02.01.16_DVR3","F","ld0082",82,"Low",805.773,"1.02924",2,12.48,859.8,7,11.56,846.32,19,554.92,137.8,0,27,90.96,417.44,11,220.08,553.48,22,78.36,551.64,30,346.68,417.44,1,782.92,417.12,NA,82,"5/09/2015","SP","5/09/2015",7.29,5.07,1.17,1.1,40,55,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   281","Arena 3","Social","CH1_11.01.16_DVR1","F","ld0132",132,"Low",47.3245,"0.0394371",0,0,NA,0,0,NA,1,807.44,807.44,392.6,1,0.48,392.12,0,0,NA,0,0,NA,1,392.6,0,1,1200.04,0,132,NA,"7/09/2015","MP","7/09/2015",6.8,4.93,0.989,1.1,38,37,"ALIVE","","3 bite marks, regrown tail, Updated tc from tc0313 on 6/12/16"
"Result 1","Trial   281","Arena 3","Social","CH1_02.01.16_DVR3","F","ld0073",73,"Low",0.261481,"0.000446",0,0,NA,0,0,NA,2,1017.16,403.56,0,2,182.88,953.08,0,0,NA,0,0,NA,2,182.88,953.08,1,586.44,603.72,NA,73,"1/09/2015","SP","1/09/2015",6.96,4.98,1.078,1,40,60,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   281","Arena 4","Social","CH1_11.01.16_DVR1","F","ld0058",58,"High",354.508,"0.476669",6,11.52,480.68,18,100.88,456.96,7,804.04,347.76,0,10,8.88,456.28,9,241.6,480.44,12,96.88,456.44,10,57.52,456.28,1,743.76,456.28,58,NA,"1/09/2015","SP","1/09/2015",7.29,5.07,1.201,1.1,40,64,"ALIVE","","bite marks (i.e. from copulation) on ventral"
"Result 1","Trial   281","Arena 4","Social","CH1_02.01.16_DVR2","F","ld0126",126,"High",545.795,"0.454829",1,15.24,573.72,5,74.52,554.84,5,0.44,0.44,454.76,8,6.72,453.32,3,391.88,520.04,7,55.8,512.44,10,751.92,0,1,1200.04,0,126,NA,"7/09/2015","MP","7/09/2015",7.12,5.18,1.114,1,40,43,"ALIVE","","2 bite marks, regrown tail"
"Result 1","Trial   281","Arena 4","Social","CH1_02.01.16_DVR3","F","ld0121",121,"High",86.6512,"0.124793",0,0,NA,1,124.64,966.72,8,634.8,129.16,0,10,6.16,505.72,0,0,NA,1,126.16,965.48,9,439.08,505.72,1,694.4,505.64,NA,121,"5/09/2015","SP","5/09/2015",6.9,4.73,1.066,0.9,37,59,"ALIVE","","Isolated for mite treatment 27.12.16, not very infested at all, but was in enclosure with infested indiv."
"Result 1","Trial   282","Arena 1","Social","CH2_02.01.16_DVR2","F","ld0096",96,"High",410.6,"0.5306",7,201.92,447.32,18,104.72,444.92,8,448.12,21.96,0,10,17.64,426.28,3,699.92,447.56,5,11.4,444.72,11,39.8,426.28,1,773.88,426.16,96,NA,"5/09/2015","SP","5/09/2015",7.59,5.1,1.263,1.3,42,68,"ALIVE","","few bite marks on ventral. Partially regown tail "
"Result 1","Trial   282","Arena 2","Social","CH2_02.01.16_DVR3","F","ld0072",72,"Low",117.883,"0.107722",0,0,NA,0,0,NA,16,885.16,779.48,0,19,200.92,106.08,0,0,NA,1,10.32,1072.16,17,304.56,106.08,1,1094.36,105.68,NA,72,"1/09/2015","SP","1/09/2015",7.35,5.17,1.246,1.2,42,46,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   282","Arena 3","Social","CH2_11.01.16_DVR1","F","ld0050",555,"Low",1148.94,"0.957449",5,16.8,314.4,17,85.44,67.68,51,165.84,165.84,143.68,68,183.2,136.96,9,478.8,7.52,22,130.52,0,63,424.88,134.12,1,1200.04,0,555,NA,"1/09/2015","SP","1/09/2015",6.97,5.04,0.995,0.9,38,43,"DEAD","23/09/2016","regrown tail "
"Result 1","Trial   282","Arena 3","Social","CH2_02.01.16_DVR3","F","ld0122",122,"High",0,"0",0,0,NA,0,0,NA,1,1200.04,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0,NA,122,"5/09/2015","SP","5/09/2015",7.63,5.38,1.446,1.2,43,65,"ALIVE","","updated tc from tc0255 on 6/12/16"
"Result 1","Trial   282","Arena 4","Social","CH2_11.01.16_DVR1","F","ld0012",12,"High",432.217,"0.992142",2,8,821.4,7,20.52,818.52,53,888,123.64,0,61,64.44,764.36,4,176.32,813.48,9,19.8,811.36,59,115.92,764.36,1,435.68,764.36,12,NA,"30/08/2015","UNSWKen","30/08/2015",7.68,5.56,1.57,1.5,45,44,"ALIVE","","regrown tail"
"Result 1","Trial   282","Arena 4","Social","CH2_02.01.16_DVR2","F","ld0033",33,"High",424.65,"0.353875",3,56.56,224.04,5,104.08,223.84,32,3.8,3.8,133.56,39,402.04,133.44,5,276.2,224,15,163.64,223.64,42,756.4,0,1,1200.04,0,33,NA,"30/08/2015","UNSWKen","30/08/2015",6.88,5.27,1.103,1.2,40,63,"MISSING","","missing digits, thus toeclip based on missing digit, Updated tc from tc5005 on 6/12/16"
"Result 1","Trial   283","Arena 1","Social","CH3_11.01.16_DVR1","F","ld0087",87,"High",539.215,"0.879003",2,4.04,767.32,9,6.52,713.96,38,614.68,28.12,0,53,80.8,587.44,6,172.2,638.16,12,58,636.76,44,355.16,587.44,1,613.48,586.56,87,NA,"5/09/2015","SP","5/09/2015",7.17,4.99,1.276,1.1,38,51,"ALIVE","",""
"Result 1","Trial   283","Arena 1","Social","CH3_02.01.16_DVR3","F","ld0085",85,"High",0,"0",0,0,NA,0,0,NA,1,1200.04,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0,NA,85,"5/09/2015","SP","5/09/2015",7.16,5.16,1.226,1.1,40,40,"ALIVE","","few bite marks on ventral. Regrown tail "
"Result 1","Trial   283","Arena 2","Social","CH3_11.01.16_DVR1","F","ld0037",37,"Low",0,"0",0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0,37,NA,"30/08/2015","UNSWKen","30/08/2015",7.73,5.29,1.603,1.8,46,64,"DEAD","3/06/2016","missing digits, thus toeclip based on missing digit"
"Result 1","Trial   283","Arena 2","Social","CH3_02.01.16_DVR2","F","ld0025",25,"Low",1248.5,"1.04041",4,11.88,241.64,16,81.8,173.92,57,35.16,35.16,166.32,67,109.4,166.04,22,488.76,174.12,37,154.2,173.24,67,521.92,0,1,1200.04,0,25,NA,"30/08/2015","UNSWKen","30/08/2015",7.99,5.84,1.57,1.9,47,61,"ALIVE","","double tail/split tail at tip. shedding at time of processing"
"Result 1","Trial   283","Arena 2","Social","CH3_02.01.16_DVR3","F","ld0091",91,"Low",9.03e-13,"7.53e-16",0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0,NA,91,"5/09/2015","SP","5/09/2015",7.57,5.22,1.118,1.3,42,63,"ALIVE","",""
"Result 1","Trial   283","Arena 3","Social","CH3_02.01.16_DVR2","F","ld0032",32,"Low",16.853,"0.0526458",0,0,NA,0,0,NA,1,896.48,16.6,0,1,303.56,879.88,0,0,NA,0,0,NA,1,303.56,879.88,1,320.16,879.88,32,NA,"30/08/2015","UNSWKen","30/08/2015",7.54,5.28,1.338,1.5,44,66,"ALIVE","","bite marks (i.e. from copulation) on ventral, Updated tc from tc0052 on 6/12/16"
"Result 1","Trial   283","Arena 3","Social","CH3_02.01.16_DVR3","F","ld0139",139,"Low",407.792,"0.677306",3,45.36,665.68,6,35,662.32,7,620.4,22.48,0,12,8.96,597.92,5,334.28,617.04,8,107.28,612.24,11,138.08,597.92,1,602.12,597.92,NA,139,"7/09/2015","MP","7/09/2015",6.9,4.93,1.019,1,38,26,"ALIVE","","dropped tail, one bite mark, Updated tc from tc0324 on 6/12/16"
"Result 1","Trial   283","Arena 4","Social","CH3_11.01.16_DVR1","F","ld0120",120,"High",384.39,"0.468129",0,0,NA,2,18.92,408.68,27,886.76,507.88,0,31,22.4,378.88,3,103.64,408.72,6,22.44,401,30,187.2,378.88,1,821.16,378.88,120,NA,"5/09/2015","SP","5/09/2015",6.92,5.26,1.266,1.2,41,55,"ALIVE","","regrown tail at the tip"
"Result 1","Trial   283","Arena 4","Social","CH3_02.01.16_DVR2","F","ld0040",40,"High",275.912,"0.260904",4,5.96,419.36,7,31.2,416.6,11,517.04,374.56,0,13,291.72,142.48,7,303.56,420.6,9,52.56,416.28,13,326.88,142.48,1,1057.56,142.48,40,NA,"30/08/2015","UNSWKen","30/08/2015",7.22,5.12,1.188,1.1,42,51,"DEAD","13/06/2016",""
"Result 1","Trial   284","Arena 1","Social","CH4_11.01.16_DVR1","F","ld0102",102,"High",594.583,"0.752065",2,5.48,667.4,7,29.56,506.16,68,625,215.6,0,71,88.56,483.72,6,388.4,505.52,13,48.84,502.52,74,137.8,483.72,1,790.64,409.4,102,NA,"5/09/2015","SP","5/09/2015",7.35,5.02,1.338,1.2,42,61,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   284","Arena 2","Social","CH4_02.01.16_DVR3","F","ld0098",98,"High",607.876,"0.506563",3,29.68,635.04,8,40.2,606.56,8,151.24,151.24,374.64,15,447.36,0,6,285.64,487.8,12,91.08,474.72,14,672.08,0,1,1200.04,0,NA,98,"5/09/2015","SP","5/09/2015",7.33,5.23,1.272,1.3,42,52,"ALIVE","","regrown tail, Updated tc from tc0220 on 6/12/16"
"Result 1","Trial   284","Arena 3","Social","CH4_02.01.16_DVR2","F","ld0152",152,"Low",323.985,"0.539868",2,3.76,976.76,5,23.16,847.12,17,819.32,219.44,0,25,115.08,599.88,2,148.92,976.92,5,60.8,839.24,21,171,599.88,1,600.16,599.88,152,NA,"8/09/2015","UNSWKen","8/09/2015",7.34,5.08,1.265,1.1,40,55,"ALIVE","","big bite mark, tail broken at tip, Updated tc from tc0310 on 6/12/16"
"Result 1","Trial   284","Arena 3","Social","CH4_02.01.16_DVR3","F","ld0079",79,"High",0,"0",0,0,NA,0,0,NA,1,1200.04,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0,NA,79,"5/09/2015","SP","5/09/2015",7.02,4.8,1.164,1.1,38,53,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   284","Arena 4","Social","CH4_11.01.16_DVR1","F","ld0010",10,"Low",0,"0",0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0,10,NA,"30/08/2015","UNSWKen","30/08/2015",7.49,5.95,1.372,1.5,45,73,"ALIVE","","missing digits, thus toeclip based on missing digit, Updated tc from tc4050 on 6/12/16"
"Result 1","Trial   284","Arena 4","Social","CH4_02.01.16_DVR2","F","ld0016",16,"High",105.042,"0.273775",0,0,NA,1,19.68,816.84,5,1005.16,189,0,7,94.96,815.4,2,84.96,817.8,3,7.24,816.32,7,102.68,815.4,2,383.88,815.4,16,NA,"30/08/2015","UNSWKen","30/08/2015",7.4,5.49,1.443,1.4,41,66,"ALIVE","","Updated tc from tc0024 on 6/12/16"
"Result 1","Trial   284","Arena 4","Social","CH4_02.01.16_DVR3","F","ld0130",130,"Low",202.289,"0.168574",0,0,NA,0,0,NA,0,0,0,NA,1,2.6,935.96,1,127.76,967.76,2,106.2,966.08,1,966.08,0,1,1200.04,0,NA,130,"7/09/2015","MP","7/09/2015",7.01,5.17,NA,1,40,55,"ALIVE","",""
"Result 1","Trial   285","Arena 1","Social","CH1_03.01.16_DVR2","F","ld0103",103,"Low",23.8607,"0.0322879",0,0,NA,0,0,NA,1,708.56,247.56,0,2,491.48,461,0,0,NA,0,0,NA,2,491.48,461,1,739.04,461,103,NA,"5/09/2015","SP","5/09/2015",6.96,4.65,0.973,0.9,38,61,"ALIVE","",""
"Result 1","Trial   285","Arena 1","Social","CH1_03.01.16_DVR3","F","ld0086",86,"High",223.595,"0.345587",1,3.88,688.44,3,47.56,553.76,1,656.28,103.28,0,68,135.04,553,1,228.68,554.96,3,13.16,553.24,4,301.92,553,1,647.04,553,NA,86,"5/09/2015","SP","5/09/2015",7.23,4.9,1.142,1.1,41,58,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   285","Arena 2","Social","CH1_12.01.16_DVR1","F","ld0109",109,"Low",743.106,"0.791111",2,2.2,354.52,11,84.92,351.76,16,292.12,31.44,0,23,52.56,260.68,8,483.88,290.2,17,121,285.72,26,303.04,260.68,1,939.36,260.68,109,NA,"5/09/2015","SP","5/09/2015",7.13,4.85,1.127,1.1,39,54,"ALIVE","","bite marks (i.e. from copulation) on ventral"
"Result 1","Trial   285","Arena 2","Social","CH1_03.01.16_DVR2","F","ld0148",148,"Low",0,"0",0,0,NA,0,0,NA,0,1200.04,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,NA,148,NA,"8/09/2015","UNSWKen","8/09/2015",6.99,4.93,1.008,0.9,37,57,"ALIVE","",""
"Result 1","Trial   285","Arena 2","Social","CH1_03.01.16_DVR3","F","ld0082",82,"Low",635.744,"0.803112",3,84.88,791.44,8,42.44,790.84,11,619.52,211.12,0,13,40.12,424.88,6,366.32,428.68,11,76.72,427.72,16,137.48,424.88,1,791.64,408.4,NA,82,"5/09/2015","SP","5/09/2015",7.29,5.07,1.17,1.1,40,55,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   285","Arena 3","Social","CH1_12.01.16_DVR1","F","ld0132",132,"Low",0,"0",0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0,132,NA,"7/09/2015","MP","7/09/2015",6.8,4.93,0.989,1.1,38,37,"ALIVE","","3 bite marks, regrown tail, Updated tc from tc0313 on 6/12/16"
"Result 1","Trial   285","Arena 3","Social","CH1_03.01.16_DVR3","F","ld0073",73,"Low",359.947,"0.367338",2,8.76,1052.52,4,20.08,1051.68,20,831.44,611.32,0,21,100.68,220.2,4,203.88,815.88,7,24,808.96,23,140.72,220.2,1,979.92,220.12,NA,73,"1/09/2015","SP","1/09/2015",6.96,4.98,1.078,1,40,60,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   285","Arena 4","Social","CH1_12.01.16_DVR1","F","ld0058",58,"High",454.567,"0.378806",4,5.16,380.64,10,57.16,368.84,12,110.48,110.48,469.92,18,634.64,0,9,235.96,376.64,14,88.28,368.44,18,765.32,0,1,1200.04,0,58,NA,"1/09/2015","SP","1/09/2015",7.29,5.07,1.201,1.1,40,64,"ALIVE","","bite marks (i.e. from copulation) on ventral"
"Result 1","Trial   285","Arena 4","Social","CH1_03.01.16_DVR2","F","ld0126",126,"High",511.896,"0.626862",2,2.56,395.36,4,21.44,384.2,46,552.6,169.2,0,51,177.52,383.4,3,122.6,393.4,9,65.28,383.92,52,459.56,383.4,1,816.64,383.4,126,NA,"7/09/2015","MP","7/09/2015",7.12,5.18,1.114,1,40,43,"ALIVE","","2 bite marks, regrown tail"
"Result 1","Trial   285","Arena 4","Social","CH1_03.01.16_DVR3","F","ld0121",121,"High",705.574,"0.600754",5,16.48,61.44,8,292.84,28.16,3,25.76,0.24,0,10,120.48,25.52,10,683.24,28.96,16,100.64,27.64,10,390.4,25.52,1,1174.52,25.52,NA,121,"5/09/2015","SP","5/09/2015",6.9,4.73,1.066,0.9,37,59,"ALIVE","","Isolated for mite treatment 27.12.16, not very infested at all, but was in enclosure with infested indiv."
"Result 1","Trial   286","Arena 1","Social","CH2_03.01.16_DVR2","F","ld0096",96,"High",273.732,"0.22811",0,0,NA,1,4.12,1186.52,10,386.72,386.72,210.92,18,328.6,0,2,347.92,751.84,4,13.96,750.24,13,451.04,0,1,1200.04,0,96,NA,"5/09/2015","SP","5/09/2015",7.59,5.1,1.263,1.3,42,68,"ALIVE","","few bite marks on ventral. Partially regown tail "
"Result 1","Trial   286","Arena 2","Social","CH2_03.01.16_DVR3","F","ld0072",72,"Low",0,"0",0,0,NA,0,0,NA,1,1200.04,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0,NA,72,"1/09/2015","SP","1/09/2015",7.35,5.17,1.246,1.2,42,46,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   286","Arena 3","Social","CH2_12.01.16_DVR1","F","ld0050",555,"Low",929.054,"0.892258",7,9,189.32,18,29.92,188,34,476.96,318.2,0,41,109.48,160.24,8,369.32,169,20,73.16,165.28,46,280.6,160.24,1,1041.28,158.76,555,NA,"1/09/2015","SP","1/09/2015",6.97,5.04,0.995,0.9,38,43,"DEAD","23/09/2016","regrown tail "
