"Result","Trial","Arena","Assay","ChDate","Sex","LizID","LizID_etho","Trt","TotalDist","Velocity","NovItem_Freq","NovItem_Duration","NovItem_LatFirst","NovZone_Freq","NovZone_Duration","NovZone_LatFirst","Hide_Freq","Hide_Duration","Hide_DurationOrig","Hide_LatFirst","Entry_Freq","Entry_Duration","Entry_LatFirst","Social_Freq","Social_Duration","Social_LatFirst","Neutral_Freq","Neutral_Duration","Neutral_LatFirst","Asocial_Freq","Asocial_Duration","Asocial_LatFirst","Arena_Freq","Arena_Duration","Arena_LatFirst","LizID_nums","LizID_num","liz_capture_date","liz_collect_site","date_of_measurements","hlen","hwid","EndMass","mass","svl","tail_length","liz_status","liz_death_date","liz_notes"
"Result 1","Trial    93","Arena 4","Exploration","CH1_11.01.16_DVR2","F","ld0126",126,"High",1162.35,"0.968627",6,8,138.76,22,44.64,136.24,84,325.08,325.08,76.28,104,121.48,76.08,12,303.88,0,25,130.68,53.68,97,440.4,59,1,1200.04,0,126,NA,"7/09/2015","MP","7/09/2015",7.12,5.18,1.114,1,40,43,"ALIVE","","2 bite marks, regrown tail"
"Result 1","Trial    93","Arena 4","Exploration","CH1_11.01.16_DVR3","F","ld0121",121,"High",552.218,"0.460182",1,4.24,515.64,3,26.76,515.24,31,556.72,556.72,122.56,36,164.48,119.48,5,322.4,0,11,43.32,102.96,37,277.6,106.84,1,1200.04,0,NA,121,"5/09/2015","SP","5/09/2015",6.9,4.73,1.066,0.9,37,59,"ALIVE","","Isolated for mite treatment 27.12.16, not very infested at all, but was in enclosure with infested indiv."
"Result 1","Trial    94","Arena 1","Exploration","CH2_11.01.16_DVR2","F","ld0096",96,"High",293.418,"0.244515",3,68.8,629.84,5,639.4,0,23,248.44,248.44,852.32,23,19.76,852.08,4,761.68,0,6,152.52,693.32,25,36.12,782.76,1,1200.04,0,96,NA,"5/09/2015","SP","5/09/2015",7.59,5.1,1.263,1.3,42,68,"ALIVE","","few bite marks on ventral. Partially regown tail "
"Result 1","Trial    94","Arena 2","Exploration","CH2_11.01.16_DVR3","F","ld0072",72,"Low",509.108,"0.424257",3,7.52,889.96,9,20.28,535.36,13,895,895,16.16,23,20.04,15.96,5,128.36,0,9,27.28,9.52,17,149.4,10.52,1,1200.04,0,NA,72,"1/09/2015","SP","1/09/2015",7.35,5.17,1.246,1.2,42,46,"ALIVE","","few bite marks on ventral "
"Result 1","Trial    94","Arena 3","Exploration","CH2_15.01.16_DVR1","F","ld0050",555,"Low",1247.62,"1.03979",1,0.4,556.4,10,23.96,0,165,118.84,118.84,61.36,180,665.36,60.52,12,193.92,0,27,112.6,50.6,181,774.68,51.52,1,1200.04,0,555,NA,"1/09/2015","SP","1/09/2015",6.97,5.04,0.995,0.9,38,43,"DEAD","23/09/2016","regrown tail "
"Result 1","Trial    94","Arena 3","Exploration","CH2_11.01.16_DVR3","F","ld0122",122,"High",32.6532,"0.027211",1,6.24,88,2,2.2,86.92,1,1099.52,1099.52,100.52,1,0.4,100.12,1,96.48,0,1,2.72,96.48,1,1.32,99.2,1,1200.04,0,NA,122,"5/09/2015","SP","5/09/2015",7.63,5.38,1.446,1.2,43,65,"ALIVE","","updated tc from tc0255 on 6/12/16"
"Result 1","Trial    94","Arena 4","Exploration","CH2_15.01.16_DVR1","F","ld0012",12,"High",657.767,"0.548139",3,5,849.68,13,49.48,92,49,629.2,629.2,97.08,51,136.52,95.24,8,260.56,0,15,76.76,92.92,57,233.52,94.68,1,1200.04,0,12,NA,"30/08/2015","UNSWKen","30/08/2015",7.68,5.56,1.57,1.5,45,44,"ALIVE","","regrown tail"
"Result 1","Trial    94","Arena 4","Exploration","CH2_11.01.16_DVR2","F","ld0033",33,"High",317.016,"0.26418",5,61.28,660.6,8,52.6,659.08,53,864.84,864.84,4.16,60,77.44,0,4,104.48,660.64,8,78,657.56,58,152.72,0,1,1200.04,0,33,NA,"30/08/2015","UNSWKen","30/08/2015",6.88,5.27,1.103,1.2,40,63,"MISSING","","missing digits, thus toeclip based on missing digit, Updated tc from tc5005 on 6/12/16"
"Result 1","Trial    95","Arena 1","Exploration","CH3_15.01.16_DVR1","F","ld0087",87,"High",1115.04,"0.929198",4,3.68,82.48,10,34.72,81.56,116,154.52,154.52,63.88,138,178.16,63.64,7,466.36,0,15,153.44,58,125,425.72,61.88,1,1200.04,0,87,NA,"5/09/2015","SP","5/09/2015",7.17,4.99,1.276,1.1,38,51,"ALIVE","",""
"Result 1","Trial    95","Arena 1","Exploration","CH3_11.01.16_DVR3","F","ld0085",85,"High",354.412,"0.295344",1,8.32,690.56,2,5.76,686.36,47,576.16,576.16,227.6,57,122.92,227.4,4,54.48,0,10,51.72,0.64,53,517.68,46.12,1,1200.04,0,NA,85,"5/09/2015","SP","5/09/2015",7.16,5.16,1.226,1.1,40,40,"ALIVE","","few bite marks on ventral. Regrown tail "
"Result 1","Trial    95","Arena 2","Exploration","CH3_15.01.16_DVR1","F","ld0037",37,"Low",625.076,"0.520897",5,27.28,81.16,13,38.24,79.44,54,299.12,299.12,84.04,101,180.76,83.56,6,238.32,0,12,72.52,81.84,61,590.08,83.4,1,1200.04,0,37,NA,"30/08/2015","UNSWKen","30/08/2015",7.73,5.29,1.603,1.8,46,64,"DEAD","3/06/2016","missing digits, thus toeclip based on missing digit"
"Result 1","Trial    95","Arena 2","Exploration","CH3_11.01.16_DVR2","F","ld0025",25,"Low",228.931,"0.190776",0,0,NA,5,45.76,536.84,9,417.68,417.68,569.88,11,62.76,569.32,3,628.8,0,5,71.28,540.32,11,82.28,566.68,1,1200.04,0,25,NA,"30/08/2015","UNSWKen","30/08/2015",7.99,5.84,1.57,1.9,47,61,"ALIVE","","double tail/split tail at tip. shedding at time of processing"
"Result 1","Trial    95","Arena 2","Exploration","CH3_11.01.16_DVR3","F","ld0091",91,"Low",240.721,"0.200601",2,1.04,107.52,4,2.72,106.6,33,895.08,895.08,109.2,36,112,109.04,3,144.52,0,6,10.68,108,36,149.76,108.72,1,1200.04,0,NA,91,"5/09/2015","SP","5/09/2015",7.57,5.22,1.118,1.3,42,63,"ALIVE","",""
"Result 1","Trial    95","Arena 3","Exploration","CH3_11.01.16_DVR2","F","ld0032",32,"Low",67.7296,"0.0564413",1,0.36,666.32,2,13.28,656.44,6,490.36,490.36,680.2,6,33.48,676.2,1,666.68,0,1,4.4,666.68,6,38.52,671.16,1,1200.04,0,32,NA,"30/08/2015","UNSWKen","30/08/2015",7.54,5.28,1.338,1.5,44,66,"ALIVE","","bite marks (i.e. from copulation) on ventral, Updated tc from tc0052 on 6/12/16"
"Result 1","Trial    95","Arena 3","Exploration","CH3_11.01.16_DVR3","F","ld0139",139,"Low",605.017,"0.504181",5,20.04,279.84,15,65.2,277.6,32,32,32,300.56,40,171.28,300.04,10,599.16,0,16,140.76,282.2,39,428.12,298.2,1,1200.04,0,NA,139,"7/09/2015","MP","7/09/2015",6.9,4.93,1.019,1,38,26,"ALIVE","","dropped tail, one bite mark, Updated tc from tc0324 on 6/12/16"
"Result 1","Trial    95","Arena 4","Exploration","CH3_15.01.16_DVR1","F","ld0120",120,"High",455.448,"0.37954",2,4.24,568.44,4,6.12,566.72,123,609.76,609.76,80.76,125,349.72,79.76,3,84.32,568.36,7,98.88,0,126,407.08,74.84,1,1200.04,0,120,NA,"5/09/2015","SP","5/09/2015",6.92,5.26,1.266,1.2,41,55,"ALIVE","","regrown tail at the tip"
"Result 1","Trial    95","Arena 4","Exploration","CH3_11.01.16_DVR2","F","ld0040",40,"High",62.0534,"0.0521457",0,0,NA,0,0,NA,0,9.88,0,NA,1,997.12,193.04,1,180.6,0,1,4,180.6,1,1005.56,184.6,1,1190.16,0,40,NA,"30/08/2015","UNSWKen","30/08/2015",7.22,5.12,1.188,1.1,42,51,"DEAD","13/06/2016",""
"Result 1","Trial    96","Arena 1","Exploration","CH4_15.01.16_DVR1","F","ld0102",102,"High",112.363,"0.0936358",0,0,NA,0,0,NA,8,1062.8,1062.8,82.4,8,56.88,80.36,1,45.04,5.44,2,14.8,1.28,9,77.4,0,1,1200.04,0,102,NA,"5/09/2015","SP","5/09/2015",7.35,5.02,1.338,1.2,42,61,"ALIVE","","few bite marks on ventral "
"Result 1","Trial    96","Arena 2","Exploration","CH4_11.01.16_DVR3","F","ld0098",98,"High",474.929,"0.395774",2,2.28,871.6,5,9.44,64.56,31,742.76,742.76,0,38,144.88,196.4,7,109.24,64.56,12,76.36,125.88,35,271.68,131.96,1,1200.04,0,NA,98,"5/09/2015","SP","5/09/2015",7.33,5.23,1.272,1.3,42,52,"ALIVE","","regrown tail, Updated tc from tc0220 on 6/12/16"
"Result 1","Trial    96","Arena 3","Exploration","CH4_11.01.16_DVR2","F","ld0152",152,"Low",354.643,"0.295536",1,1.76,768.4,7,25.56,170.04,33,710.4,710.4,173.52,39,36,173.28,4,234.84,0,8,121.52,170.4,37,133.28,173.04,1,1200.04,0,152,NA,"8/09/2015","UNSWKen","8/09/2015",7.34,5.08,1.265,1.1,40,55,"ALIVE","","big bite mark, tail broken at tip, Updated tc from tc0310 on 6/12/16"
"Result 1","Trial    96","Arena 3","Exploration","CH4_11.01.16_DVR3","F","ld0079",79,"High",281.296,"0.234414",1,0.08,1169.84,4,431.16,0,16,550.6,550.6,436.44,22,49.6,424.6,3,472.44,0,6,50.8,416.16,20,126.2,422.96,1,1200.04,0,NA,79,"5/09/2015","SP","5/09/2015",7.02,4.8,1.164,1.1,38,53,"ALIVE","","few bite marks on ventral "
"Result 1","Trial    96","Arena 4","Exploration","CH4_15.01.16_DVR1","F","ld0010",10,"Low",570.259,"0.475216",0,0,NA,7,14.36,30.88,112,795.04,795.04,67.64,111,143.56,67.36,6,94.24,15.32,10,62.8,14.52,116,247.96,0,1,1200.04,0,10,NA,"30/08/2015","UNSWKen","30/08/2015",7.49,5.95,1.372,1.5,45,73,"ALIVE","","missing digits, thus toeclip based on missing digit, Updated tc from tc4050 on 6/12/16"
"Result 1","Trial    96","Arena 4","Exploration","CH4_11.01.16_DVR2","F","ld0016",16,"High",128.18,"0.106816",1,1.04,1146.44,4,11.08,123.2,5,1016.56,1016.56,132,8,10,127.28,3,147.08,0,5,15.96,125.2,7,20.44,126.4,1,1200.04,0,16,NA,"30/08/2015","UNSWKen","30/08/2015",7.4,5.49,1.443,1.4,41,66,"ALIVE","","Updated tc from tc0024 on 6/12/16"
"Result 1","Trial    96","Arena 4","Exploration","CH4_11.01.16_DVR3","F","ld0130",130,"Low",241.504,"0.201254",2,4.32,915.12,5,6.44,911.44,7,946.28,946.28,92.08,12,61.6,91.64,4,149.52,0,6,30.24,88.52,9,74,90.08,1,1200.04,0,NA,130,"7/09/2015","MP","7/09/2015",7.01,5.17,NA,1,40,55,"ALIVE","",""
"Result 1","Trial    97","Arena 1","Exploration","CH1_12.01.16_DVR2","F","ld0103",103,"Low",453.405,"0.377838",0,0,NA,5,51.44,124.04,31,406.96,406.96,0,31,117.76,530.48,4,391.92,124.04,8,81.48,421.68,34,319.68,424.12,1,1200.04,0,103,NA,"5/09/2015","SP","5/09/2015",6.96,4.65,0.973,0.9,38,61,"ALIVE","",""
"Result 1","Trial    97","Arena 1","Exploration","CH1_12.01.16_DVR3","F","ld0086",86,"High",335.972,"0.279977",2,3.52,756.72,6,62.92,113.8,22,606.68,606.68,135.92,29,193.12,135.44,4,202.96,0,7,104.64,131.52,25,285.76,134.6,1,1200.04,0,NA,86,"5/09/2015","SP","5/09/2015",7.23,4.9,1.142,1.1,41,58,"ALIVE","","few bite marks on ventral "
"Result 1","Trial    97","Arena 2","Exploration","CH1_12.01.16_DVR2","F","ld0148",148,"Low",606.203,"0.505169",0,0,NA,5,15.12,535.04,90,122.92,122.92,214.2,101,374.32,214.12,5,237.4,0,14,136.44,196.04,99,701.8,198.88,1,1200.04,0,148,NA,"8/09/2015","UNSWKen","8/09/2015",6.99,4.93,1.008,0.9,37,57,"ALIVE","",""
"Result 1","Trial    97","Arena 2","Exploration","CH1_12.01.16_DVR3","F","ld0082",82,"Low",246.595,"0.205496",1,1.44,340.4,4,4.2,338.48,16,605,605,346.72,18,159.48,346.08,3,395.48,0,5,17.48,342,18,182.08,345.8,1,1200.04,0,NA,82,"5/09/2015","SP","5/09/2015",7.29,5.07,1.17,1.1,40,55,"ALIVE","","few bite marks on ventral "
"Result 1","Trial    97","Arena 3","Exploration","CH1_17.12.15_DVR1","F","ld0055",50,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,"1/09/2015","SP","1/09/2015",7.06,5.12,0.943,0.9,37,56,"ALIVE","","Updated tc from tc0115 on 6/12/16"
"Result 1","Trial    97","Arena 3","Exploration","CH1_12.01.16_DVR3","F","ld0073",73,"Low",573.723,"0.478103",3,1.08,158.52,7,6.72,156.56,39,779.2,779.2,166.04,59,142.16,163.6,3,171.4,0,7,25.52,160.6,43,223.92,162.12,1,1200.04,0,NA,73,"1/09/2015","SP","1/09/2015",6.96,4.98,1.078,1,40,60,"ALIVE","","few bite marks on ventral "
"Result 1","Trial    97","Arena 4","Exploration","CH1_17.12.15_DVR1","F","ld0012",12,"High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,"30/08/2015","UNSWKen","30/08/2015",7.68,5.56,1.57,1.5,45,44,"ALIVE","","regrown tail"
"Result 1","Trial    97","Arena 4","Exploration","CH1_12.01.16_DVR2","F","ld0126",126,"High",452.687,"0.377239",2,2.72,308.92,6,22.2,308.12,39,449.44,449.44,324.92,45,62.32,324.68,5,419.56,0,9,134.84,310.76,43,196.2,315.16,1,1200.04,0,126,NA,"7/09/2015","MP","7/09/2015",7.12,5.18,1.114,1,40,43,"ALIVE","","2 bite marks, regrown tail"
"Result 1","Trial    97","Arena 4","Exploration","CH1_12.01.16_DVR3","F","ld0121",121,"High",494.96,"0.412467",3,23.2,287.36,6,25.48,285.16,23,329.56,329.56,298.92,31,256.64,298.2,8,415.2,0,12,41.56,289.4,28,413.72,296.88,1,1200.04,0,NA,121,"5/09/2015","SP","5/09/2015",6.9,4.73,1.066,0.9,37,59,"ALIVE","","Isolated for mite treatment 27.12.16, not very infested at all, but was in enclosure with infested indiv."
"Result 1","Trial    98","Arena 1","Exploration","CH2_17.12.15_DVR1","F","ld0138",138,"High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,"7/09/2015","MP","7/09/2015",7.43,5.11,0.977,1,37,44,"ALIVE","","regrown tail"
"Result 1","Trial    98","Arena 1","Exploration","CH2_12.01.16_DVR2","F","ld0096",96,"High",46.0643,"0.0383869",1,14.56,249.04,2,4.04,245.52,1,934.04,934.04,266,1,0.64,265.36,1,263.56,0,1,1.16,263.56,1,1.24,264.76,1,1200.04,0,96,NA,"5/09/2015","SP","5/09/2015",7.59,5.1,1.263,1.3,42,68,"ALIVE","","few bite marks on ventral. Partially regown tail "
"Result 1","Trial    98","Arena 2","Exploration","CH2_12.01.16_DVR3","F","ld0072",72,"Low",501.999,"0.418333",1,0.8,837,4,40.4,836.16,52,133.52,133.52,332.2,56,497.12,332.12,5,462.48,0,10,28.48,324.68,54,575.56,327.6,1,1200.04,0,NA,72,"1/09/2015","SP","1/09/2015",7.35,5.17,1.246,1.2,42,46,"ALIVE","","few bite marks on ventral "
"Result 1","Trial    98","Arena 3","Exploration","CH2_12.01.16_DVR3","F","ld0122",122,"High",627.439,"0.522866",2,3.96,609.04,7,43.32,587.56,50,458,458,180.16,51,104.12,176.2,6,471.76,0,14,66,173.6,58,204.28,175.4,1,1200.04,0,NA,122,"5/09/2015","SP","5/09/2015",7.63,5.38,1.446,1.2,43,65,"ALIVE","","updated tc from tc0255 on 6/12/16"
"Result 1","Trial    98","Arena 4","Exploration","CH2_17.12.15_DVR1","F","ld0122",122,"High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,"5/09/2015","SP","5/09/2015",7.63,5.38,1.446,1.2,43,65,"ALIVE","","updated tc from tc0255 on 6/12/16"
"Result 1","Trial    98","Arena 4","Exploration","CH2_12.01.16_DVR2","F","ld0033",33,"High",130.051,"0.109287",0,0,NA,3,7.08,0.04,21,965.04,955.16,1.04,24,172.48,0.36,2,19.04,0,3,12.52,0.12,23,203.44,0.28,1,1190.16,0,33,NA,"30/08/2015","UNSWKen","30/08/2015",6.88,5.27,1.103,1.2,40,63,"MISSING","","missing digits, thus toeclip based on missing digit, Updated tc from tc5005 on 6/12/16"
"Result 1","Trial    99","Arena 1","Exploration","CH3_17.12.15_DVR1","F","ld0087",87,"High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,"5/09/2015","SP","5/09/2015",7.17,4.99,1.276,1.1,38,51,"ALIVE","",""
"Result 1","Trial    99","Arena 1","Exploration","CH3_12.01.16_DVR3","F","ld0085",85,"High",669.416,"0.557846",3,9.28,523.24,11,39.92,521.84,18,290.64,290.64,235.72,38,137.56,233.8,15,416.2,0,22,152.32,170.4,26,340.88,226.2,1,1200.04,0,NA,85,"5/09/2015","SP","5/09/2015",7.16,5.16,1.226,1.1,40,40,"ALIVE","","few bite marks on ventral. Regrown tail "
"Result 1","Trial    99","Arena 2","Exploration","CH3_17.12.15_DVR1","F","ld0037",37,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,"30/08/2015","UNSWKen","30/08/2015",7.73,5.29,1.603,1.8,46,64,"DEAD","3/06/2016","missing digits, thus toeclip based on missing digit"
"Result 1","Trial    99","Arena 2","Exploration","CH3_12.01.16_DVR2","F","ld0025",25,"Low",352.783,"0.293986",3,8.44,938.52,8,81.28,288.2,27,188.84,188.84,546.72,31,467.72,346.48,4,451.28,0,7,33.96,339.12,30,525.96,342.6,1,1200.04,0,25,NA,"30/08/2015","UNSWKen","30/08/2015",7.99,5.84,1.57,1.9,47,61,"ALIVE","","double tail/split tail at tip. shedding at time of processing"
"Result 1","Trial    99","Arena 2","Exploration","CH3_12.01.16_DVR3","F","ld0091",91,"Low",193.504,"0.161254",0,0,NA,0,0,NA,23,982.24,982.24,96.6,26,56.56,95,4,103.48,0,6,42.92,93,25,71.4,93.56,1,1200.04,0,NA,91,"5/09/2015","SP","5/09/2015",7.57,5.22,1.118,1.3,42,63,"ALIVE","",""
"Result 1","Trial    99","Arena 3","Exploration","CH3_12.01.16_DVR2","F","ld0032",32,"Low",599.139,"0.499532",2,1.36,501.32,7,6.64,305.64,20,350.56,350.08,311.32,23,226.8,310.68,6,412,0,11,37.44,306.16,26,397.32,307.36,1,1199.56,0,32,NA,"30/08/2015","UNSWKen","30/08/2015",7.54,5.28,1.338,1.5,44,66,"ALIVE","","bite marks (i.e. from copulation) on ventral, Updated tc from tc0052 on 6/12/16"
"Result 1","Trial    99","Arena 3","Exploration","CH3_12.01.16_DVR3","F","ld0139",139,"Low",590.693,"0.492244",2,5.16,553.36,8,21.64,550.52,43,83.28,83.28,566.72,55,107.12,564.28,5,725,0,9,45.72,558.04,48,346.04,561.36,1,1200.04,0,NA,139,"7/09/2015","MP","7/09/2015",6.9,4.93,1.019,1,38,26,"ALIVE","","dropped tail, one bite mark, Updated tc from tc0324 on 6/12/16"
"Result 1","Trial    99","Arena 4","Exploration","CH3_12.01.16_DVR2","F","ld0040",40,"High",165.762,"0.138135",2,3.4,614.2,4,54,611.72,18,346.48,346.48,621.48,18,114.52,620.24,2,678.16,0,3,50.76,616.6,19,124.64,618.76,1,1200.04,0,40,NA,"30/08/2015","UNSWKen","30/08/2015",7.22,5.12,1.188,1.1,42,51,"DEAD","13/06/2016",""
"Result 1","Trial   100","Arena 1","Exploration","CH4_17.12.15_DVR1","F","ld0102",102,"High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,"5/09/2015","SP","5/09/2015",7.35,5.02,1.338,1.2,42,61,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   100","Arena 2","Exploration","CH4_17.12.15_DVR1","F","ld0089",89,"High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,"5/09/2015","SP","5/09/2015",7.51,5.23,1.198,1.1,39,62,"DEAD","14/08/2017","regrown tail at the tip"
"Result 1","Trial   100","Arena 2","Exploration","CH4_12.01.16_DVR3","F","ld0098",98,"High",360.121,"0.3001",2,3.88,583.16,5,24.2,249.48,30,670.88,670.88,269.8,37,62.48,269.16,4,328.92,0,7,26.28,266.76,34,173.96,268.72,1,1200.04,0,NA,98,"5/09/2015","SP","5/09/2015",7.33,5.23,1.272,1.3,42,52,"ALIVE","","regrown tail, Updated tc from tc0220 on 6/12/16"
"Result 1","Trial   100","Arena 3","Exploration","CH4_12.01.16_DVR2","F","ld0152",152,"Low",604.654,"0.503878",2,17.36,770.6,6,124,769.72,22,160.28,160.28,461.08,28,118.44,460.12,7,770.04,0,13,51.8,456.76,28,217.92,459.36,1,1200.04,0,152,NA,"8/09/2015","UNSWKen","8/09/2015",7.34,5.08,1.265,1.1,40,55,"ALIVE","","big bite mark, tail broken at tip, Updated tc from tc0310 on 6/12/16"
"Result 1","Trial   100","Arena 3","Exploration","CH4_12.01.16_DVR3","F","ld0079",79,"High",107.368,"0.0894736",0,0,NA,1,6.44,766.36,3,389.72,389.72,810.24,3,0.32,810,1,779.32,0,1,5.68,779.32,3,25.32,785,1,1200.04,0,NA,79,"5/09/2015","SP","5/09/2015",7.02,4.8,1.164,1.1,38,53,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   100","Arena 4","Exploration","CH4_12.01.16_DVR2","F","ld0016",16,"High",45.6675,"0.0380562",0,0,NA,1,1.36,75.44,2,1117.16,1117.16,82.84,2,1.72,81.16,1,76.64,0,1,3.16,76.64,2,3.08,79.8,1,1200.04,0,16,NA,"30/08/2015","UNSWKen","30/08/2015",7.4,5.49,1.443,1.4,41,66,"ALIVE","","Updated tc from tc0024 on 6/12/16"
"Result 1","Trial   100","Arena 4","Exploration","CH4_12.01.16_DVR3","F","ld0130",130,"Low",217.095,"0.180913",0,0,NA,2,0.4,1141.44,6,969,969,169.6,9,4,167.8,2,210.28,0,3,7.2,165.92,7,13.56,167.16,1,1200.04,0,NA,130,"7/09/2015","MP","7/09/2015",7.01,5.17,NA,1,40,55,"ALIVE","",""
"Result 1","Trial   101","Arena 1","Exploration","CH1_13.01.16_DVR2","F","ld0103",103,"Low",258.315,"0.215262",0,0,NA,2,68.68,0,12,660.28,660.28,380.48,14,17.28,376.36,3,481.36,0,5,25.88,361.2,14,32.52,368.56,1,1200.04,0,103,NA,"5/09/2015","SP","5/09/2015",6.96,4.65,0.973,0.9,38,61,"ALIVE","",""
"Result 1","Trial   101","Arena 1","Exploration","CH1_13.01.16_DVR3","F","ld0086",86,"High",458.965,"0.382471",8,27.48,115.24,18,72.88,114.4,18,249.72,249.72,125.56,22,532.84,125.36,13,283.72,0,17,52.84,123.04,22,613.76,124.8,1,1200.04,0,NA,86,"5/09/2015","SP","5/09/2015",7.23,4.9,1.142,1.1,41,58,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   101","Arena 2","Exploration","CH1_13.01.16_DVR2","F","ld0148",148,"Low",342.374,"0.285312",2,1.56,920.08,6,10.52,913.92,49,666.8,666.8,178.2,54,152.36,177.64,3,178.4,0,5,78.96,160.04,51,275.48,162.24,1,1200.04,0,148,NA,"8/09/2015","UNSWKen","8/09/2015",6.99,4.93,1.008,0.9,37,57,"ALIVE","",""
"Result 1","Trial   101","Arena 2","Exploration","CH1_13.01.16_DVR3","F","ld0082",82,"Low",359.042,"0.299201",1,1.96,153.44,3,3.88,152.72,10,895.52,895.52,161.04,12,16.28,160.6,4,214.6,0,7,19.6,156.8,13,70.32,160.04,1,1200.04,0,NA,82,"5/09/2015","SP","5/09/2015",7.29,5.07,1.17,1.1,40,55,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   101","Arena 3","Exploration","CH1_18.12.15_DVR1","F","ld0055",50,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,"1/09/2015","SP","1/09/2015",7.06,5.12,0.943,0.9,37,56,"ALIVE","","Updated tc from tc0115 on 6/12/16"
"Result 1","Trial   101","Arena 3","Exploration","CH1_13.01.16_DVR3","F","ld0073",73,"Low",135.121,"0.112601",0,0,NA,0,0,NA,1,970,970,230.04,1,1.64,228.4,1,225.12,0,1,1.72,225.12,1,3.2,226.84,1,1200.04,0,NA,73,"1/09/2015","SP","1/09/2015",6.96,4.98,1.078,1,40,60,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   101","Arena 4","Exploration","CH1_18.12.15_DVR1","F","ld0012",12,"High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,"30/08/2015","UNSWKen","30/08/2015",7.68,5.56,1.57,1.5,45,44,"ALIVE","","regrown tail"
"Result 1","Trial   101","Arena 4","Exploration","CH1_13.01.16_DVR2","F","ld0126",126,"High",259.703,"0.216419",1,0.8,871.72,7,179.76,0,6,909,909,208.84,9,6.16,208.4,3,251.44,0,5,17.16,204.32,8,22.44,206.92,1,1200.04,0,126,NA,"7/09/2015","MP","7/09/2015",7.12,5.18,1.114,1,40,43,"ALIVE","","2 bite marks, regrown tail"
"Result 1","Trial   101","Arena 4","Exploration","CH1_13.01.16_DVR3","F","ld0121",121,"High",608.151,"0.506792",3,6.64,671.84,9,22.52,315,42,465.84,465.84,324.36,48,165.12,323.8,6,474.64,0,10,33.6,319.12,46,225.96,322.72,1,1200.04,0,NA,121,"5/09/2015","SP","5/09/2015",6.9,4.73,1.066,0.9,37,59,"ALIVE","","Isolated for mite treatment 27.12.16, not very infested at all, but was in enclosure with infested indiv."
"Result 1","Trial   102","Arena 1","Exploration","CH2_18.12.15_DVR1","F","ld0138",138,"High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,"7/09/2015","MP","7/09/2015",7.43,5.11,0.977,1,37,44,"ALIVE","","regrown tail"
"Result 1","Trial   102","Arena 1","Exploration","CH2_13.01.16_DVR2","F","ld0096",96,"High",192.208,"0.160174",2,28.76,597.44,4,15.32,591.24,20,372.52,372.52,658.52,20,66.56,657.6,4,702.92,0,5,38.88,628.44,22,84.84,656.72,1,1200.04,0,96,NA,"5/09/2015","SP","5/09/2015",7.59,5.1,1.263,1.3,42,68,"ALIVE","","few bite marks on ventral. Partially regown tail "
"Result 1","Trial   102","Arena 2","Exploration","CH2_13.01.16_DVR3","F","ld0072",72,"Low",520.121,"0.433434",5,9.84,701.64,12,21.32,700.52,55,215.84,215.84,10.32,60,707.96,10.08,5,123.44,701.52,11,62.76,697.92,61,798,0,1,1200.04,0,NA,72,"1/09/2015","SP","1/09/2015",7.35,5.17,1.246,1.2,42,46,"ALIVE","","few bite marks on ventral "
